primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
West Raleigh,,Flex,1388486,0.119,-41774,,16.77,,
US 70/Glenwood Avenue,,Warehouse,2667471,0.089,-1980,120120,9.56,,
US 70/Glenwood Avenue,,Flex,2667471,0.037,-1980,120120,14.69,,
Six Forks/Falls of Neuse Road,,Warehouse,2802673,0.034,9760,11870,9.33,,
Six Forks/Falls of Neuse Road,,Flex,2802673,0.001,9760,11870,16.50,,
US 1/Capital Boulevard,,Warehouse,7587851,0.025,76351,139640,6.80,,
US 1/Capital Boulevard,,Flex,7587851,0.033,76351,139640,16.99,,
Eastern Wake,,Warehouse,20553794,0.037,211598,1162160,9.82,,
Eastern Wake,,Flex,20553794,0.070,211598,1162160,14.86,,
Southern Wake,,Warehouse,5994807,0.060,262520,42960,10.33,,
Southern Wake,,Flex,5994807,0.066,262520,42960,17.65,,
Cary,,Warehouse,2551883,,2050,,10.16,,
Cary,,Flex,2551883,0.009,2050,,18.06,,
RTP/I-40 Corridor,,Warehouse,20796262,0.027,163931,252000,9.61,,
RTP/I-40 Corridor,,Flex,20796262,0.108,163931,252000,17.91,,
North Durham,,Warehouse,2489256,,,642000,10.63,,
North Durham,,Flex,2489256,0.043,,642000,13.36,,
South Durham,,Flex,1766352,0.007,2480,,15.97,,
Orange County,,Warehouse,5008038,0.184,-17628,921500,8.39,,
Orange County,,Flex,5008038,0.019,-17628,921500,15.00,,
Core Market Totals,,Warehouse,73606873,0.043,712658,3292250,9.79,,
Core Market Totals,,Flex,73606873,0.062,712658,3292250,16.66,,
Johnston County,,Warehouse,8699052,0.014,146890,1503548,6.55,,
Johnston County,,Flex,8699052,0.013,146890,1503548,13.51,,
US 1/64 West Corridor,,Warehouse,8717868,0.031,-53166,493000,5.18,,
Franklin County,,Warehouse,3174975,0.018,-33793,394430,8.05,,
Franklin County,,Flex,3174975,0.053,-33793,394430,14.28,,
Granville County,,Warehouse,5109556,0.068,-50000,,7.53,,
Outlying Market Totals,,Warehouse,25701451,0.031,60724,2390978,6.45,,
Outlying Market Totals,,Flex,25701451,0.027,60724,2390978,13.63,,
Market Totals,,Warehouse,99308324,0.039,773382,5683228,8.75,,
Market Totals,,Flex,99308324,0.061,773382,5683228,16.45,,
