primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Airport,,,22160739,0.078,,4154279,0.71,,
Bluffdale,,,2454233,0.031,,142427,1.23,,
California Ave,,,55803728,0.062,,2340838,0.78,,
Downtown,,,15155446,0.011,,,0.78,,
Draper,,,4797767,0.036,,,1.10,,
Murray,,,3885648,0.006,,,1.10,,
Sandy,,,5769335,0.002,,98619,0.96,,
South Salt Lake,,,17566744,0.006,,,0.98,,
West Jordan,,,11180982,0.038,,2008074,0.97,,
West Valley,,,22841914,0.022,,,0.75,,
Market Total,,,161616536,0.041,,8744237,0.80,,
