primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Airport,,Industrial,5955501,0.025,67543,1480043,1.04,,
Bench,,Industrial,1894698,0.052,-83986,,0.77,,
Caldwell,,Industrial,5197591,0.06,83244,396480,0.73,,
Downtown,,Industrial,473827,0,0,0,0,0,
Eagle,,Industrial,257357,0.044,2760,,1.4,,
Kuna,,Industrial,203390,0,0,0,0,0,
Meridian,,Industrial,6066079,0.014,11729,24300,0.79,,
Middleton,,Industrial,265608,0,0,0,0,0,
Nampa,,Industrial,12344690,0.118,266365,932386,0.86,,
North Boise,,Industrial,1704516,0.007,17877,,0.7,,
South Meridian,,Industrial,876649,0.011,6580,,1.54,,
Southeast,,Industrial,4287732,0.011,37420,,1.19,,
Southwest,,Industrial,2275888,0.047,-51309,,0.9,,
Star,,Industrial,58076,0,0,0,0,0,
West,,Industrial,3572338,0.019,-33387,,0.92,,
West Canyon,,Industrial,1089102,0,0,0,0,0,
Market Total,,Industrial,46523042,0.051,324836,2833209,0.85,,
