primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Commerce/Vernon,Bell,Industrial,5349440,0.013,-70121,0,1.84,,0
Commerce/Vernon,Bell Gardens,Industrial,2691527,0.025,-68010,0,1.85,,0
Commerce/Vernon,City of Commerce,Industrial,53608668,0.019,-214671,151565,1.67,,564074
Commerce/Vernon,Montebello,Industrial,11754177,0.038,-406044,0,1.98,,48942
Commerce/Vernon,Monterey Park,Industrial,2253656,0.029,-18052,0,1.44,,0
Commerce/Vernon,Pico Rivera,Industrial,10456255,0.004,25358,0,1.25,,0
Commerce/Vernon,Cudahy,Industrial,1445689,0.000,0,0,,,0
Commerce/Vernon,City of Vernon,Industrial,57793107,0.022,-152501,454074,1.68,,223773
Commerce/Vernon,Maywood,Industrial,850381,0.000,0,0,,,0
Commerce/Vernon,South Gate,Industrial,11771200,0.016,-21755,0,1.34,,0
Commerce/Vernon,Huntington Park,Industrial,6004856,0.015,-55500,0,1.43,,0
Commerce/Vernon,Total,Industrial,163978956,0.020,-981296,605639,1.66,0,836789
Downtown Los Angeles,Los Angeles,Industrial,106781594,0.018,79858,253318,1.40,0,379006
Mid-Counties,Artesia,Industrial,301507,0.000,0,0,,,0
Mid-Counties,Bellflower,Industrial,511296,0.054,6439,0,1.66,,17504
Mid-Counties,Cerritos,Industrial,14136522,0.011,27252,0,1.65,,214854
Mid-Counties,Downey,Industrial,5331664,0.008,17280,0,1.76,,17280
Mid-Counties,La Mirada,Industrial,13573357,0.012,-53566,0,1.64,,109423
Mid-Counties,Lakewood,Industrial,672318,0.000,0,0,1.50,,0
Mid-Counties,Norwalk,Industrial,2929817,0.058,-146864,0,1.90,,0
Mid-Counties,Paramount,Industrial,8538952,0.004,-19300,0,1.70,,38240
Mid-Counties,Santa Fe Springs,Industrial,54437286,0.008,286009,346242,1.87,,438915
Mid-Counties,Whittier,Industrial,4864472,0.005,-13166,0,0.00,,164914
Mid-Counties,Total,Industrial,105297191,0.010,104084,369378,1.77,23136,1001130
Greater San Fernando Valley,Arleta/Tujunga,Industrial,12271111,0.014,-92270,0,1.70,,33592
Greater San Fernando Valley,Burbank,Industrial,15306902,0.009,-52361,0,2.19,,0
Greater San Fernando Valley,Glendale,Industrial,19496111,0.006,-11522,0,1.97,,84500
Greater San Fernando Valley,North Hollywood,Industrial,14083512,0.011,-35381,20000,1.40,,36116
Greater San Fernando Valley,Pacoima,Industrial,5669326,0.021,-50720,0,1.74,,56028
Greater San Fernando Valley,Pasadena,Industrial,4466201,0.019,-32404,0,1.68,,0
Greater San Fernando Valley,San Fernando,Industrial,5214549,0.000,0,168676,1.71,,0
Greater San Fernando Valley,Sun Valley/Sunland,Industrial,228467,0.000,0,0,,,184335
Greater San Fernando Valley,Sylmar,Industrial,8350068,0.006,0,0,1.38,,15000
Greater San Fernando Valley,Agoura Hills,Industrial,751349,0.003,0,0,2.05,,0
Greater San Fernando Valley,Calabasas,Industrial,1505697,0.062,128700,0,0.00,,128700
Greater San Fernando Valley,Canoga Park,Industrial,7252871,0.021,-87061,0,1.67,,10141
Greater San Fernando Valley,Chatsworth,Industrial,22239165,0.021,-163688,0,1.65,,146574
Greater San Fernando Valley,Northridge,Industrial,4123486,0.011,14903,0,1.31,,47584
Greater San Fernando Valley,Panorama City,Industrial,2642118,0.010,5600,0,1.45,,0
Greater San Fernando Valley,Tarzana,Industrial,564981,0.010,-5594,0,1.58,,0
