primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Beaver County,,,11558124,0.031,110500,,5.23,,
Beaver County,,R&D/Flex,201810,0,0,,,,
Beaver County,,Warehouse/Manufacturing,11356314,0.032,110500,,5.23,,
Butler County,,,8761999,0.047,-9194,,4.07,,
Butler County,,R&D/Flex,112500,0,0,,,,
Butler County,,Warehouse/Manufacturing,8649499,0.041,-9194,,4.07,,
City of Pittsburgh,,,15945291,0.043,57776,,11.07,,
City of Pittsburgh,,R&D/Flex,1429302,0.179,15000,,15.52,,
City of Pittsburgh,,Warehouse/Manufacturing,14515989,0.029,42776,,9.63,,
Cranberry,,,9053571,0.029,-21898,,20.07,,
Cranberry,,R&D/Flex,1779344,0.101,0,,20.07,,
Cranberry,,Warehouse/Manufacturing,7274227,0.011,-21898,,,,
East,,,10629833,0.11,27700,,5.74,,
East,,R&D/Flex,1721093,0.018,10000,,8.21,,
East,,Warehouse/Manufacturing,8908740,0.127,17700,,5.49,,
Northeast,,,14232050,0.023,0,,12.63,,
Northeast,,R&D/Flex,3113603,0.069,0,,20.19,,
Northeast,,Warehouse/Manufacturing,11118447,0.01,0,,8.38,,
Northwest,,,6759374,0.032,0,,11.12,,
Northwest,,R&D/Flex,578486,0.061,0,,18.00,,
Northwest,,Warehouse/Manufacturing,6180888,0.029,0,,8.72,,
South,,,11322584,0.007,-5000,,7.15,,
South,,R&D/Flex,1172433,0,0,,,,
South,,Warehouse/Manufacturing,10150151,0.008,-5000,,7.15,,
Washington County,,,13047260,0.051,0,,7.53,,
Washington County,,R&D/Flex,1023226,0.032,0,,11.00,,
Washington County,,Warehouse/Manufacturing,12024034,0.052,0,,5.90,,
West,,,22777810,0.028,6240,,9.16,,
West,,R&D/Flex,3653054,0.08,0,,15.18,,
West,,Warehouse/Manufacturing,19124756,0.018,6240,,6.83,,
Westmoreland County,,,24601405,0.059,45000,,5.94,,
Westmoreland County,,R&D/Flex,591529,0,0,,,,
Westmoreland County,,Warehouse/Manufacturing,24009876,0.06,45000,,5.94,,
Grand Total,,,148689301,0.042,271124,,8.58,,
