primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Annapolis,,Warehouse,498012,0.058,6300,,10.68,,
Baltimore City,,Warehouse,29426847,0.031,284761,615121,7.92,,
Baltimore County East,,Warehouse,28056193,0.039,-93920,1525240,8.09,,
Baltimore Southwest,,Warehouse,7908834,0.106,-207283,,11.5,,
Balt/Washington Corridor,,Warehouse,49514401,0.041,-402790,,12.5,,
Harford/Cecil County,,Warehouse,37284068,0.079,616332,2682250,7.21,,
Hunt Valley/Towson,,Warehouse,3216649,0.064,74947,,8.76,,
Owings Mills/Reisterstown Rd,,Warehouse,961948,0.003,15970,,12.5,,
Total,,Warehouse,156866952,0.051,294317,4822611,8.89,,
Annapolis,,Flex,1130307,0.101,-50641,,16.9,,
Baltimore City,,Flex,2528816,0.067,-4879,,7.55,,
Baltimore County East,,Flex,2581799,0.081,-23492,,8.28,,
Baltimore Southwest,,Flex,3264392,0.119,15906,,12.3,,
Balt/Washington Corridor,,Flex,16242116,0.062,-23208,,13.86,,
Harford/Cecil County,,Flex,2076849,0.049,14324,,9.08,,
Hunt Valley/Towson,,Flex,3653062,0.056,-23334,,10.55,,
Owings Mills/Reisterstown Rd,,Flex,1781852,0.125,10021,,11.23,,
Total,,Flex,33259193,0.073,-85303,,12,,
Annapolis,,Industrial,1628319,0.088,-44341,,14.61,,
Baltimore City,,Industrial,31955663,0.034,279882,615121,7.84,,
Baltimore County East,,Industrial,30637992,0.042,-117412,1525240,8.12,,
Baltimore Southwest,,Industrial,11173226,0.11,-191377,,10.87,,
Balt/Washington Corridor,,Industrial,65756517,0.046,-425998,,11.33,,
Harford/Cecil County,,Industrial,39360917,0.077,630656,2682250,7.3,,
Hunt Valley/Towson,,Industrial,6869711,0.06,51613,,9.49,,
Owings Mills/Reisterstown Rd,,Industrial,2743800,0.082,25991,,11.24,,
Total,,Industrial,190126145,0.055,209014,4822611,9.64,,
