primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Downtown,,Industrial,51429941,0.016,79368,200000,5.53,,
Metro East,,Industrial,36925777,0.097,-782621,72000,4.32,,
North County,,Industrial,31056120,0.058,-315741,450000,5.81,,
St. Charles County,,Industrial,27884123,0.011,36862,511365,7.21,,
Central County,,Industrial,21213378,0.02,61984,0,7.15,,
Earth City,,Industrial,19652860,0.036,-438686,76500,5.75,,
Westport,,Industrial,13586261,0.022,16256,0,6.51,,
Fenton,,Industrial,9590195,0.038,234636,133000,7.8,,
South County,,Industrial,7110766,0.011,0,0,4.48,,
West County,,Industrial,6899962,0.003,29786,0,11.58,,
Maryland Heights,,Industrial,3172686,0.198,138415,0,6.65,,
,Manufacturing,Industrial,36515200,0.015,-233192,0,4.22,,
,R&D/Flex,Industrial,8220775,0.036,4046,0,10.13,,
,Warehouse,Industrial,182886394,0.045,-863013,1442865,5.63,,
Market Totals,,Industrial,228522069,0.04,-939741,1442865,5.58,,
