primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Central PA,Adams County,,2516961,0.002,,0,4.00,0,
Central PA,Cumberland County,,65604519,0.028,,100000,7.62,382985,
Central PA,Dauphin County,,29345325,0.054,,1917901,7.35,0,
Central PA,Franklin County,,23652936,0.043,,1957580,6.40,0,
Central PA,Lancaster County,,55625630,0.047,,856578,7.59,57000,
Central PA,Lebanon County,,15955130,0.24,,1113178,7.61,0,
Central PA,York County,,71562876,0.05,,257865,7.74,1721992,
Central PA Subtotal,,,264263377,0.042,,6203102,7.43,2161977,
Lehigh Valley PA,Berks County,,39658402,0.113,,743635,8.86,1049992,
Lehigh Valley PA,Lehigh County,,64640886,0.032,,310800,10.45,159865,
Lehigh Valley PA,Northampton County,,51492150,0.066,,366190,10.65,1745530,
Lehigh Valley PA Subtotal,,,155791438,0.064,,1420625,9.94,2955387
Northeast PA,Carbon County,,1253747,0.735,,0,6.50,0,
Northeast PA,Lackawanna County,,19396434,0.05,,1000000,5.59,160200,
Northeast PA,Luzerne County,,52307952,0.034,,1836500,7.32,227500,
Northeast PA,Monroe County,,7513711,0.104,,0,6.51,0,
Northeast PA,Schuylkill County,,16446202,0.036,,1229136,5.69,0,
Northeast PA Subtotal,,,96918046,0.052,,4065636,6.56,387700,
Total,,,516972861,0.05,,11689363,8.46,5505064,
