primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Cabarrus County,,Industrial,20260686,0.021,208274,1816357,,,
Central,,Industrial,20452708,0.033,12728,,,,
East,,Industrial,1636141,0.021,3700,,,,
Gaston County,,Industrial,30332365,0.083,385427,3030443,,,
Iredell County,,Industrial,29171075,0.021,440288,2593590,,,
Lancaster County,,Industrial,5475925,0,0,,,,
Lincoln County,,Industrial,10879084,0.022,96500,1067173,,,
North,,Industrial,26145498,0.026,67372,1846506,,,
Northeast,,Industrial,2911182,0.092,0,,,,
Northwest,,Industrial,12196528,0.027,0,112980,,,
Rowan County,,Industrial,15448557,0.096,117725,2853986,,,
Southeast,,Industrial,4366317,0.008,10995,,,,
Southwest,,Industrial,43570436,0.028,201800,2502626,,,
Union County,,Industrial,13631064,0.01,-78910,270000,,,
West,,Industrial,11151058,0.058,603493,234578,,,
York County,,Industrial,31442376,0.028,939850,1874973,,,
METRO TOTAL,,Industrial,279071000,0.036,3009242,18203212,,,
