primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Allied Drive/I-65,,Overall Industrial,18752639,0.014,113629,0,11.33,,
CBD/Polk Avenue,,Overall Industrial,12953850,0.022,0,0,9.15,,
Elm Hill Pike/I-40,,Overall Industrial,33069321,0.041,1065117,205845,8.80,,
I-840,,Overall Industrial,22121246,0.042,2339651,2578409,6.42,,
Interchange City,,Overall Industrial,73426685,0.033,1490599,2197625,8.85,,
MetroCenter/Cockrill Bend,,Overall Industrial,13260888,0.013,159636,1798740,10.98,,
Northeast/I-65N Corridor,,Overall Industrial,40893657,0.036,-107611,3762652,5.61,,
Nashville,,Warehouse/Distribution,132876576,0.046,4922396,10543271,7.38,,
Nashville,,Manufacturing,66931629,0.005,0,0,6.55,,
Nashville,,R&D/Flex,11042397,0.061,75358,0,12.84,,
NASHVILLE,,Overall Industrial,214478286,0.032,5061021,10543271,7.73,,
