primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
East Hillsborough,Tampa CBD,,8504405,0.017,-7296,108554,10.27,,
East Hillsborough,Northeast Tampa,,2319823,0.004,-10176,0,8.50,,
East Hillsborough,East Tampa,,49140143,0.023,734560,802900,12.14,,
East Hillsborough,Plant City,,16953354,0.112,1089908,160000,6.70,,
East Hillsborough,Southeast Tampa,,3726049,0.118,-48579,270885,9.11,,
East Hillsborough,,,80643774,0.045,1758417,1342339,8.74,,
West Hillsborough,Westshore,,3619841,0.009,-1500,0,12.93,,
West Hillsborough,Airport,,13302907,0.032,-10359,273822,12.04,,
West Hillsborough,Southwest Tampa,,1919859,0.032,18500,0,NA,,
West Hillsborough,Northwest Tampa,,2059744,0.02,-390,0,13.00,,
West Hillsborough,,,20902351,0.027,6251,273822,12.21,,
Hillsborough County,,,101546125,0.041,1764668,1616161,9.03,,
Pinellas County,South Pinellas,,8668057,0.075,-10200,0,8.50,,
Pinellas County,Mid Pinellas/Gateway,,29498961,0.018,-75714,685067,9.71,,
Pinellas County,North Pinellas,,6962279,0.011,27904,0,9.23,,
Pinellas County,,,45129297,0.028,-58010,685067,9.08,,
Pasco County,,,10749252,0.038,-9806,2684296,8.28,,
Tampa Total,,,157424674,0.037,1696852,4985524,9.03,,
Tampa Total,,Manufacturing,32305220,0.009,-81939,0,9.42,,
Tampa Total,,R&D/Flex,12983728,0.044,6175,12000,13.84,,
Tampa Total,,Warehouse/Distribution,112135726,0.044,1772616,4973524,8.30,,
