primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Palo Alto,,Warehouse,1271427,0.028,-10180,,2.05,,
Palo Alto,,Manufacturing,1271427,0.028,-10180,,2.65,,
Mountain View/Los Altos,,Warehouse,1846307,0.037,-11430,,2.15,,
Mountain View/Los Altos,,Manufacturing,1846307,0.037,-11430,,3.03,,
Sunnyvale,,Warehouse,5849668,0.015,25860,,2.05,,
Sunnyvale,,Manufacturing,5849668,0.015,25860,,2.94,,
Santa Clara,,Warehouse,15947235,0.022,-30559,,1.63,,
Santa Clara,,Manufacturing,15947235,0.022,-30559,,1.66,,
West Valley,,Warehouse,1578473,0.003,138,,1.97,,
West Valley,,Manufacturing,1578473,0.003,138,,2.00,,
San Jose - Downtown/IBP,,Warehouse,12395753,0.032,-41147,,1.56,,
San Jose - Downtown/IBP,,Manufacturing,12395753,0.032,-41147,,1.46,,
San Jose - North,,Warehouse,10550101,0.022,-68917,,1.74,,
San Jose - North,,Manufacturing,10550101,0.022,-68917,,1.56,,
San Jose South,,Warehouse,12788139,0.043,-3491,,1.29,,
San Jose South,,Manufacturing,12788139,0.043,-3491,,1.54,,
Milpitas,,Warehouse,9789514,0.008,-36288,,1.56,,
Milpitas,,Manufacturing,9789514,0.008,-36288,,1.94,,
Fremont/Newark,,Warehouse,37213952,0.025,201290,,1.54,,
Fremont/Newark,,Manufacturing,37213952,0.025,201290,,1.64,,
Silicon Valley,,,109230569,0.025,25276,,1.58,
Silicon Valley,,Manufacturing,60626821,0.022,37336,,1.80,,
Silicon Valley,,Warehouse,48603748,0.029,-12060,,1.44,,
