primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Northgate/Natomas,,,23193785,0.083,174663,,0.80,,
Richards,,,4732400,0.02,9500,,0.72,,
Downtown/Midtown/East Sacramento,,,4955716,0.012,14922,,1.17,,
West Sacramento,,,25290100,0.061,-237800,,0.79,,
South Sacramento,,,5519427,0.02,-17204,,1.04,,
Elk Grove/Laguna/Galt,,,7736416,0.005,-15146,,1.10,,
Power Inn Area,,,28644024,0.013,-26983,,0.89,,
Northeast Sacramento,,,6912915,0.033,35399,,1.01,,
Rancho Cordova,,,18779947,0.02,59042,,0.78,,
Roseville/Rocklin,,,16725820,0.012,37654,,0.93,,
1-80/Roseville Rd,,,10895461,0.007,25018,,0.80,,
Lincoln,,,3756011,0.029,9900,,0.75,,
Woodland/Davis,,,17797977,0.007,-91380,,0.58,,
Folsom/El Dorado Hills,,,4830457,0.024,-1938,,1.20,,
McClellan Park,,,7942479,0.063,-11291,,0.68,,
Auburn/Newcastle,,,3009064,0.008,-7769,,1.06,,
Market Total,,,190721999,0.031,-43413,,0.81,,
