primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Central Atlanta,,Industrial,7205715,0.047,-18428,,10.3,,
Chattahoochee,,Industrial,15503898,0.036,-90693,,9.73,,
Northwest/1-75,,Industrial,71619240,0.075,75194,10123109,6.78,821844,
Central/GA 400,,Industrial,25166819,0.041,220243,223000,8.93,,
Northeast/1-85,,Industrial,198963606,0.035,2273319,12513347,7.05,1407528,
Stone Mountain,,Industrial,27983948,0.009,3225,,6.45,,
Airport,,Industrial,83246374,0.03,295650,1385033,7.3,,
Southeast/1-75,,Industrial,70838731,0.069,341075,5456193,6.56,1271294,
Southwest/1-85,,Industrial,59509401,0.024,221259,4138465,6.87,28125,
1-20 East,,Industrial,39239718,0.05,106166,3591864,6.3,163065,
1-20 West,,Industrial,107756604,0.06,-313677,1574316,6.45,926180,
Market Total,,WAREHOUSE/DISTRIBUTION,544713805,0.048,2779853,38647752,6.57,4589911,
Market Total,,SHALLOW BAY,124926318,0.028,24198,154120,6.92,28125,
Market Total,,FLEX,37393931,0.051,309282,203455,11.1,,
Market Total,,Industrial,707034054,0.045,3113333,39005327,7.19,4618036,
