primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
American Canyon,,Overall Industrial,8687272,0.011,-93466,,0.99,0,
American Canyon,,Manufacturing,475767,0.000,0,,0.95,,
American Canyon,,R&D/Flex,15040,0.000,0,,1.05,,
American Canyon,,Warehouse/Distribution,8195465,0.011,-93466,,0.95,,
Benicia,,Overall Industrial,8560028,0.010,-49057,,0.98,0,
Benicia,,Manufacturing,1189094,0.000,0,,0.95,,
Benicia,,R&D/Flex,481763,0.010,3792,,1.05,,
Benicia,,Warehouse/Distribution,6889171,0.011,-52849,,0.95,,
Fairfield,,Overall Industrial,15903048,0.019,56831,,0.98,0,
Fairfield,,Manufacturing,2295979,0.000,60694,,0.95,,
Fairfield,,R&D/Flex,1344762,0.156,-6196,,1.05,,
Fairfield,,Warehouse/Distribution,12262307,0.008,2333,,0.95,,
Napa,,Overall Industrial,8807875,0.014,-19180,,1.20,0,
Napa,,Manufacturing,917450,0.023,0,,1.20,,
Napa,,R&D/Flex,1794465,0.022,-8150,,1.35,,
Napa,,Warehouse/Distribution,6095960,0.010,-11030,,1.25,,
Vacaville,,Overall Industrial,9146577,0.023,-41516,,0.95,0,
Vacaville,,Manufacturing,1241850,0.000,0,,0.90,,
Vacaville,,R&D/Flex,1406834,0.009,12279,,1.05,,
Vacaville,,Warehouse/Distribution,6497893,0.031,-53795,,0.90,,
Vallejo,,Overall Industrial,4841219,0.005,0,,0.80,0,
Vallejo,,Manufacturing,1927151,0.005,0,,0.75,,
Vallejo,,R&D/Flex,584575,0.000,0,,0.90,,
Vallejo,,Warehouse/Distribution,2329493,0.006,0,,0.80,,
Napa-Solano Ind. Market,,Overall Industrial,55946019,0.015,-146388,3549642,0.99,0,
Napa-Solano Ind. Market,,Manufacturing,8047291,0.004,60694,,0.95,,
Napa-Solano Ind. Market,,R&D/Flex,5627439,0.050,1725,,1.07,,
Napa-Solano Ind. Market,,Warehouse/Distribution,42271289,0.013,-208807,,0.96,,
