primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Seattle Close-in,Downtown/Lake Union,Industrial,1839851,0.156,516,0,,,
Seattle Close-in,North Seattle/Interbay,Industrial,6887009,0.112,-39866,0,,,
Seattle Close-in,East Seattle/Capitol Hill/Rainier Valley,Industrial,1922754,0.116,526,0,,,
Seattle Close-in,South/West Seattle,Industrial,40388300,0.066,73047,801000,,,
Seattle Close-in,,Industrial,51037914,0.077,34223,801000,1.45,592549,
Kent Valley,Sea Tac,Industrial,6021671,0.029,-48332,177360,,,
Kent Valley,Tukwila,Industrial,12161553,0.081,-5252,0,,,
Kent Valley,Renton,Industrial,16194753,0.013,88903,0,,,
Kent Valley,Kent,Industrial,48487594,0.067,-726583,461203,,,
Kent Valley,Auburn,Industrial,27754355,0.031,-56180,424917,,,
Kent Valley,Federal Way,Industrial,1593185,0.082,-1445,1507581,,,
Kent Valley,Sumner,Industrial,19386608,0.021,362792,0,,,
Kent Valley,,Industrial,131599719,0.046,-386097,2571061,1.02,261364,
Tacoma/Fife,Port of Tacoma,Industrial,12580815,0.014,12000,0,,,
Tacoma/Fife,Tacoma West,Industrial,5580999,0.036,-7660,286433,,,
Tacoma/Fife,Fife,Industrial,13206832,0.033,-57259,0,,,
Tacoma/Fife,Puyallup,Industrial,7989140,0.045,-42831,274690,,,
Tacoma/Fife,Frederickson,Industrial,11227419,0.086,281826,2841603,,,
Tacoma/Fife,Lakewood,Industrial,7105386,0.048,144207,10400,,,
Tacoma/Fife,DuPont,Industrial,4635287,0.105,2976,0,,,
Tacoma/Fife,Gig Harbor,Industrial,757586,0.206,0,0,,,
Tacoma/Fife,,Industrial,63083464,0.049,333259,3413126,0.95,514244,
Eastside,Bellevue,Industrial,2030527,0.042,4047,0,,,
Eastside,I-90 Corridor,Industrial,2589511,0.028,7324,0,,,
Eastside,Kirkland/Totem Lake,Industrial,2443603,0.086,139035,0,,,
Eastside,Overlake,Industrial,704781,0.21,102143,0,,,
Eastside,Marymoor,Industrial,3504130,0.022,-55393,0,,,
Eastside,Willows,Industrial,3834195,0.067,5805,0,,,
Eastside,Bothell,Industrial,3428110,0.128,73233,0,,,
Eastside,Woodinville/Maltby,Industrial,6886356,0.037,-54880,0,,,
Eastside,,Industrial,25421213,0.06,17028,0,1.92,,
Northend,Lynnwood/Edmonds/Mtlk Terrace,Industrial,2561952,0.027,-13997,0,,,
Northend,Monroe,Industrial,1915956,0.024,-41104,127000,,,
Northend,Mukilteo,Industrial,2922550,0.076,-33910,58221,,,
Northend,Everett,Industrial,10122663,0.069,-39068,485683,,,
Northend,No. Snohomish,Industrial,4492792,0.086,80626,839408,,,
Northend,,Industrial,22015913,0.064,-47453,1510312,1.07,,
Puget Sound (3-county),,Warehouse/Manufacturing,283170262,0.052,42663,8295499,1.12,,
Puget Sound (3-county),,Flex,9987961,0.136,-91703,0,1.98,,
Thurston County,Lacey,Industrial,12162893,0.027,131288,87780,,,
Thurston County,Olympia,Industrial,822123,0,0,0,,,
Thurston County,Tumwater,Industrial,4208542,0.01,26900,466349,,,
Thurston County,Outlying Thurston,Industrial,77250,0,0,299000,,,
Thurston County,,Industrial,17270808,0.021,158188,853129,0.75,,
Lewis County,,Industrial,5638167,0,0,224884,0.49,,
Puget Sound (3-county),,Industrial,293158223,0.055,-49040,8295499,1.19,,
Five-County Total,,Industrial,316067198,0.052,109148,9373512,1.16,,
