primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Oahu,Kakaako,Industrial,2128036,,-4250,,1.57,,
Oahu,Iwilei,Industrial,2541284,,-28179,,1.46,,
Oahu,Kalihi,Industrial,9317025,,-26883,,1.34,,
Oahu,Mapunapuna,Industrial,2880862,,30682,,3.12,,
Oahu,Airport,Industrial,3077413,,-20400,,1.82,,
Oahu,Bougainville,Industrial,387028,,0,,1.65,,
Oahu,Halawa,Industrial,1454423,,2776,,1.79,,
Oahu,Pearl City,Industrial,3665288,,-15479,,1.72,,
Oahu,Waipio,Industrial,1907431,,3317,,2.03,,
Oahu,Waipahu,Industrial,3257705,,-47,,1.43,,
Oahu,Kapolei,Industrial,2265423,,36000,,1.46,,
Oahu,Campbell,Industrial,4014835,,-6104,,1.63,,
Oahu,Windward,Industrial,1064896,,-1430,,1.25,,
Oahu,,Industrial,38416535,,-32451,,1.55,,
Maui,,Industrial,8056070,,-5963,,1.72,,
Big Island,,Industrial,6143214,,-1645,,1.32,,
Kauai,,Industrial,1778669,,-3000,,2.25,,
State,,Industrial,54394488,,-43059,,1.55,,
