primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Airport,,Industrial,101925533,0.072,538003,3214337,7.01,,
Airport,East,Industrial,46025312,0.119,428853,3214337,6.75,,
Airport,Central,Industrial,55900221,0.041,109150,,7.63,,
Boulder,,Industrial,10827229,0.075,-49834,,15.44,,
1-76 Corridor,,Industrial,15619192,0.208,-9681,,7.72,,
Longmont,,Industrial,5824557,0.178,-9713,,14.03,,
North,,Industrial,14723139,0.122,489817,475459,11.21,,
North Central,,Industrial,35658176,0.068,-189534,,10.80,,
Northwest,,Industrial,17900654,0.092,-111796,703600,13.38,,
South Central,,Industrial,24914453,0.026,-26228,,10.35,,
Southeast,,Industrial,23898111,0.067,-64259,142471,12.01,,
Southwest,,Industrial,8102727,0.028,-50361,175204,11.24,,
West,,Industrial,11251540,0.011,14573,,14.39,,
METRO TOTAL,,Industrial,270699911,0.077,530987,4711071,9.61,,
