primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Atlanta Total,,Warehouse/Distribution,628105251,0.087,1545086,8099078,6.54,2100588,
Atlanta Total,,Shallow Bay,88800459,0.054,-599542,0,7.20,0,
Atlanta Total,,Flex,38951165,0.046,-5123,0,11.00,0,
Central Atlanta,,Industrial,7144537,0.058,5668,626176,10.33,0,
Chattahoochee,,Industrial,15169480,0.038,528008,0,9.96,220863,
Northwest/1-75,,Industrial,83106626,0.108,330218,808880,6.86,214795,
Central/GA 400,,Industrial,25625804,0.046,69439,570260,9.20,90869,
Northeast/1-85,,Industrial,214114307,0.086,-40957,1824209,7.47,0,
Stone Mountain,,Industrial,27996533,0.042,-82270,0,6.00,0,
Airport,,Industrial,85074678,0.065,-240429,733526,7.00,0,
Southeast/1-75,,Industrial,79225763,0.122,-129755,1353725,6.65,500220,
Southwest/1-85,,Industrial,64829781,0.075,592308,274850,7.27,30000,
1-20 East,,Industrial,43223880,0.076,279432,1166850,6.48,562745,
1-20 West,,Industrial,110345486,0.067,-371241,740602,6.53,481066,
Market Total,,Industrial,755856875,0.081,940421,8099078,7.21,2100558,
