primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Kenosha,,Industrial,49828970,0.116,40471,1063565,5.43,0,
Milwaukee Downtown,,Industrial,10080223,0.071,-91100,0,6.56,0,
Milwaukee North Central,,Industrial,10475121,0.035,17666,0,3.59,0,
Milwaukee North Shore,,Industrial,5442078,0.012,-5054,0,5.97,0,
Milwaukee Northwest,,Industrial,21023229,0.039,-82267,0,5.18,0,
Milwaukee South,,Industrial,32472335,0.038,105878,747000,5.82,61400,
Milwaukee South Central,,Industrial,11883641,0.12,12677,202213,6.73,0,
Milwaukee West,,Industrial,12109642,0.164,-73078,50000,8.18,0,
Ozaukee,,Industrial,10609145,0.022,-67179,0,5.90,0,
Racine,,Industrial,30439805,0.083,-106272,109636,5.55,0,
Sheboygan,,Industrial,17397449,0.0,278352,50000,4.50,49500,
Walworth,,Industrial,10137737,0.004,9715,0,3.89,0,
Washington,,Industrial,21053727,0.049,-17422,303450,6.38,40000,
Waukesha Northeast,,Industrial,17267349,0.001,59970,242459,6.72,0,
Waukesha Northwest,,Industrial,18391296,0.01,-449,289106,6.59,138992,
Waukesha Southeast,,Industrial,13719481,0.012,67864,58000,7.19,0,
Waukesha Southwest,,Industrial,13220846,0.006,132947,102400,6.22,0,
Market Total,,Industrial,305552074,0.055,282719,3217829,5.70,289892,
