primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Piedmont Triad Airport,,Warehouse,18740002,0.082,1453472,0,7.31,,
North Guilford,,Warehouse,7624363,0.028,-10000,0,7.06,,
South Greensboro,,Warehouse,6110088,0.094,-23132,160000,7.60,,
Southeast Guilford,,Warehouse,7982878,0.091,200000,104000,7.07,,
High Point/SW Guilford,,Warehouse,7674237,0.04,96911,0,5.16,,
North Forsyth,,Warehouse,7120210,0.051,-16855,0,5.95,,
Kernersville,,Warehouse,4014659,0.016,-15742,0,11.56,,
West Forsyth,,Warehouse,5391323,0.179,-870940,0,5.20,,
Southeast Forsyth,,Warehouse,7010064,0.019,0,157500,5.35,,
Clemmons,,Warehouse,477159,0.21,0,0,6.50,,
Southeast Alamance,,Warehouse,6722130,0.265,-15000,0,7.00,,
North Alamance,,Warehouse,5958153,0.069,-110000,0,4.43,,
Southwest Alamance,,Warehouse,5377784,0.058,-14280,187500,5.17,,
Davidson County,,Warehouse,25728515,0.065,-8095,0,5.51,,
Davie County,,Warehouse,8609436,0.088,630492,0,6.32,,
Warehouse Totals,,,124541001,0.08,1296831,609000,6.35,,
Piedmont Triad Airport,,Flex,1632921,0.036,-2035,0,11.90,,
North Guilford,,Flex,344006,0.174,0,0,10.82,,
South Greensboro,,Flex,1594505,0.092,-202,0,10.00,,
High Point/SW Guilford,,Flex,388073,0.158,0,0,13.04,,
North Forsyth,,Flex,707782,0.105,-14605,0,12.99,,
Kernersville,,Flex,612010,0.118,-5589,0,11.79,,
West Forsyth,,Flex,293291,0.148,0,0,12.00,,
Southeast Forsyth,,Flex,78178,0.556,-71,0,0,,
Flex Totals,,,5884813,0.088,-22502,0,11.52,,
Market Total,,Industrial,130425814,0.08,1274329,609000,6.57,,
