primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Central Kane & DuPage County,,Industrial,37386348,0.051,-144774,0,9.05,296722,
City North,,Industrial,51626365,0.047,-78090,0,12.19,0,
City South,,Industrial,100215661,0.038,-386825,440146,9.18,169287,
Dekalb Area,,Industrial,13267005,0.011,-120090,775000,6.42,0,
Far Southwest Suburbs,,Industrial,94384695,0.054,-357121,292053,7.88,0,
Far West Suburbs,,Industrial,66990518,0.035,1057686,928778,5.62,1199880,
Joliet Area,,Industrial,106087510,0.076,1133186,2419260,7.12,1402279,
Lake County,,Industrial,73524100,0.05,160866,0,6.77,246757,
McHenry County,,Industrial,21249567,0.049,-12822,0,6.14,0,
Near West Suburbs,,Industrial,72862683,0.051,-70746,99682,9.65,0,
North DuPage County,,Industrial,43566870,0.04,-66743,470804,6.92,0,
North Kane County,,Industrial,33287078,0.064,451777,0,8.22,0,
Northeast Cook County,,Industrial,43582313,0.06,-228573,0,9.77,0,
Northwest Cook County,,Industrial,26181360,0.073,31777,238606,8.05,83124,
Northwest Indiana,,Industrial,31410704,0.063,122492,1169811,10.43,215000,
O'Hare,,Industrial,87603640,0.04,-239834,47219,11.01,66552,
Rockford,,Industrial,33986127,0.045,7876,1200000,4.61,0,
Southeast Wisconsin,,Industrial,80268775,0.104,-65801,1173201,5.55,0,
South Suburbs,,Industrial,57826027,0.059,124935,392000,10.03,275259,
Southwest Suburbs,,Industrial,60404911,0.054,110636,0,14.08,0,
West Suburbs,,Industrial,30029904,0.018,-17620,0,10.5,31510,
Market Total,,Industrial,1165742161,0.054,1412192,9646560,8.58,3986370,
