primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
American Canyon,,,8675872,0.156,-644000,,0.91,,
American Canyon,,Manufacturing,475767,0.039,0,,0.90,,
American Canyon,,R&D/Flex,15040,0.0,0,,1.10,,
American Canyon,,Warehouse/Distribution,8185065,0.163,-644000,,0.90,,
Benicia,,,8564332,0.034,-98447,,1.06,,
Benicia,,Manufacturing,1189094,0.028,0,,0.95,,
Benicia,,R&D/Flex,481763,0.032,-4000,,1.17,,
Benicia,,Warehouse/Distribution,6893475,0.035,-94447,,1.04,,
Fairfield,,,17582455,0.106,-160309,,0.86,,
Fairfield,,Manufacturing,2297129,0.037,0,,0.95,,
Fairfield,,R&D/Flex,1309065,0.107,-3605,,1.33,,
Fairfield,,Warehouse/Distribution,13976261,0.117,-156704,,0.82,,
Napa,,,9310873,0.03,26910,,1.17,,
Napa,,Manufacturing,917450,0.059,0,,1.33,,
Napa,,R&D/Flex,1846302,0.028,4358,,1.54,,
Napa,,Warehouse/Distribution,6547121,0.026,22552,,1.03,,
Vacaville,,,13151436,0.096,-194339,,0.84,,
Vacaville,,Manufacturing,1264986,0.0,0,,0.90,,
Vacaville,,R&D/Flex,1529905,0.186,5473,,1.16,,
Vacaville,,Warehouse/Distribution,10356545,0.095,-199812,,0.84,,
Vallejo,,,4841219,0.021,0,,1.31,,
Vallejo,,Manufacturing,1927151,0.032,0,,1.22,,
Vallejo,,R&D/Flex,584575,0.0,0,,0.95,,
Vallejo,,Warehouse/Distribution,2329493,0.017,0,,1.47,,
Napa-Solano Total,,Manufacturing,8071577,0.031,0,,1.24,,
Napa-Solano Total,,R&D/Flex,5766650,0.085,2226,,1.37,,
Napa-Solano Total,,Warehouse/Distribution,48287960,0.091,-1072411,,0.87,,
Market Total,,Industrial,62126187,0.083,-1070185,0,0.91,,
