primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Northgate/Natomas,,Industrial,24797811,0.087,135838,,0.85,,
Richards,,Industrial,4735386,0.033,78936,,0.99,,
Downtown/Midtown/East Sacramento,,Industrial,4956388,0.013,1024,,0.87,,
West Sacramento,,Industrial,25410592,0.058,23206,,0.83,,
South Sacramento,,Industrial,5548880,0.044,2530,,1.24,,
Elk Grove/Laguna/Galt,,Industrial,7815516,0.016,-2652,,1.22,,
Power Inn Area,,Industrial,28728052,0.034,-114134,,0.79,,
Northeast Sacramento,,Industrial,6945745,0.039,-55970,,0.87,,
Rancho Cordova,,Industrial,20172263,0.072,-62625,,0.86,,
Roseville/Rocklin,,Industrial,16770070,0.018,8159,,1.01,,
1-80/Roseville Rd,,Industrial,11049261,0.02,-7349,,1.03,,
Lincoln,,Industrial,3756011,0.091,-111600,,0.75,,
Woodland/Davis,,Industrial,18039435,0.047,15496,,0.7,,
Folsom/El Dorado Hills,,Industrial,5008830,0.05,4265,,1.19,,
McClellan Park,,Industrial,7985624,0.053,-156465,,0.58,,
Auburn/Newcastle,,Industrial,3051504,0.03,-22833,,1.07,,
Market Total,,Industrial,194771368,0.048,-258174,540000,0.84,,
