primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Anderson County,,Industrial,29464615,0.071,-3817,0,5.28,,
Cherokee County,,Industrial,2752353,0.202,0,0,,,
Greenville County,,Industrial,95209507,0.043,69900,40600,5.83,,
Greenville County,Central Greenville,Industrial,15855237,0.065,69119,0,5.80,,
Greenville County,1-385 South,Industrial,23106510,0.049,10519,0,6.58,,
Greenville County,1-85 East,Industrial,10246409,0.052,-41542,0,5.71,,
Greenville County,1-85 West,Industrial,25688956,0.037,59470,40600,6.14,,
Greenville County,Taylors-Greer,Industrial,16719065,0.029,-27666,0,3.93,,
Greenville County,Travelers Rest,Industrial,3593330,0.005,0,0,7.25,,
Laurens County,,Industrial,14207883,0.053,70000,0,,,
Pickens,,Industrial,2077871,0.022,0,1295060,,,
Spartanburg County,,Industrial,103002213,0.132,900285,809524,5.87,,
Spartanburg County,Spartanburg East,Industrial,25679929,0.113,199264,0,5.44,,
Spartanburg County,Spartanburg West,Industrial,77322284,0.1359,701021,809524,6.05,,
MARKET TOTAL,,Industrial,246714442,0.085,1036368,2286664,5.78,,
,,Warehouse/Distribution,136086395,0.132,1195109,2286664,5.97,,
,,Class A Warehouse,72379336,0.205,1098974,2286664,6.19,,
,,Class B Warehouse,34060586,0.028,167120,0,5.37,,
