primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Dublin,,Manufacturing,50640,0.00,0,,,
Dublin,,Warehouse,1354682,0.097,-22228,,1.65,,
Dublin,,Total,1405322,0.094,-22228,,1.58,,
Livermore,,Manufacturing,2618441,0.10,-67816,,1.05,,
Livermore,,Warehouse,13099822,0.074,-244586,,1.05,,
Livermore,,Total,15718263,0.079,-312402,,1.05,,
Pleasanton,,Manufacturing,193115,0.017,-3177,,1.50,,
Pleasanton,,Warehouse,1903688,0.022,-3437,,1.25,,
Pleasanton,,Total,2096803,0.022,-6614,,1.38,,
San Ramon,,Warehouse,983969,0.004,1800,,1.50,,
San Ramon,,Total,983969,0.004,1800,,1.50,,
Tri-Valley Ind. Market,,Manufacturing,2862196,0.092,-70993,,1.39,,
Tri-Valley Ind. Market,,Warehouse,17342161,0.066,-268451,,1.05,,
Tri-Valley Ind. Market,,Total,20204357,0.07,-339444,,1.20,,
