primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Desoto County,,Industrial,76149459,0.081,451226,0,4.70,,
Desoto County,,Bulk Warehouse,69146311,0.089,451226,0,4.70,,
Desoto County,,Standard Distribution,6663805,0.001,0,0,6.09,,
Desoto County,,Service Center,339343,0,0,0,12.00,,
Fayette County,,Industrial,8170623,0.061,460000,0,6.00,,
Fayette County,,Bulk Warehouse,6927411,0.072,460000,0,,,
Fayette County,,Standard Distribution,1205712,0,0,0,6.00,,
Fayette County,,Service Center,37500,0,0,0,,,
Marshall County,,Industrial,22294175,0.085,0,2138000,4.39,,
Marshall County,,Bulk Warehouse,21461527,0.088,0,2000000,4.39,,
Marshall County,,Standard Distribution,769642,0,0,138000,,,
Marshall County,,Service Center,63006,0,0,0,13.50,,
Northeast,,Industrial,14819660,0.023,-61750,0,8.83,,
Northeast,,Bulk Warehouse,3750903,0.011,0,0,6.74,,
Northeast,,Standard Distribution,8176900,0.021,-38000,0,10.02,,
Northeast,,Service Center,2891857,0.044,-23750,0,10.48,,
Southeast,,Industrial,109575181,0.089,-1097471,730880,4.42,,
Southeast,,Bulk Warehouse,79791518,0.098,-1035520,200880,4.47,,
Southeast,,Standard Distribution,26826077,0.064,-93935,0,4.67,,
Southeast,,Service Center,2957586,0.071,31984,530000,7.32,,
Northwest,,Industrial,28914212,0.043,6000,0,3.52,,
Northwest,,Bulk Warehouse,19905891,0.045,0,0,3.72,,
Northwest,,Standard Distribution,8489325,0.041,6000,0,4.57,,
Northwest,,Service Center,518996,0.017,0,0,7.00,,
Southwest,,Industrial,45943761,0.036,920405,0,2.72,,
Southwest,,Bulk Warehouse,20721015,0.021,1370338,0,2.25,,
Southwest,,Standard Distribution,23691745,0.048,-449933,0,3.75,,
Southwest,,Service Center,1531001,0.066,0,0,5.62,,
Memphis MSA,,Industrial,305867071,0.071,678410,2868880,4.53,,
Memphis MSA,,Bulk Warehouse,221704576,0.08,1246044,2200880,4.52,,
Memphis MSA,,Standard Distribution,75823206,0.045,-575868,138000,5.27,,
Memphis MSA,,Service Center,8339289,0.053,8234,530000,8.26,,
