primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Central/Airport,,Bulk,8125683,0.051,18974,,0.94,,
Central/Airport,,Flex,2661474,0.052,-15884,,1.07,,
Central/Airport,,Industrial,10787157,0.051,3090,,0.98,,
East Valley,,Bulk,32353232,0.111,1125655,,0.73,,
East Valley,,Flex,122687,0.0,0,,0.0,,
East Valley,,Industrial,32475919,0.11,1125655,,0.73,,
North Valley,,Bulk,27466145,0.137,247637,,0.81,,
North Valley,,Flex,228956,0.0,0,,0.0,,
North Valley,,Industrial,27695101,0.136,247637,,0.81,,
South Reno,,Bulk,9262650,0.194,-116275,,1.01,,
South Reno,,Flex,1984051,0.044,-4810,,1.33,,
South Reno,,Industrial,11246701,0.168,-121085,,1.03,,
Sparks,,Bulk,28144775,0.109,-405711,,0.71,,
Sparks,,Flex,2961264,0.026,-660,,1.27,,
Sparks,,Industrial,31106039,0.101,-406371,,0.72,,
West Reno,,Bulk,2644063,0.152,104000,,0.88,,
West Reno,,Flex,409060,0.013,-5215,,1.5,,
West Reno,,Industrial,3053123,0.134,98785,,0.89,,
Market Total,,Bulk,107996548,0.121,974280,,0.8,,
Market Total,,Flex,8367492,0.037,-26569,,1.2,,
Market Total,,Industrial,116364040,0.115,947711,,0.81,,
