primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
DFW Airport,,Industrial,93465825,0.098,256676,1877734,,0,
DFW Airport,East DFW/Las Colinas,Industrial,67765535,0.1,-49003,670176,,,
DFW Airport,West DFW/Grapevine,Industrial,25700290,0.091,305679,1207558,,,
East Dallas,,Industrial,60696362,0.132,1433167,503516,,0,
East Dallas,Central East Dallas,Industrial,17798475,0.024,-69568,300347,,,
East Dallas,East Dallas/Mesquite,Industrial,30545375,0.103,548069,203169,,,
East Dallas,Forney/Terrell,Industrial,12352512,0.358,954666,0,,,
Northeast Dallas,,Industrial,113282745,0.058,250866,1053105,,1413727,
Northeast Dallas,Allen/McKinney,Industrial,17156493,0.046,45393,492638,,94413,
Northeast Dallas,Northeast Dallas/Garland,Industrial,53120579,0.073,56713,300530,,1319314,
Northeast Dallas,Plano,Industrial,21923332,0.044,39321,157664,,0,
Northeast Dallas,Richardson,Industrial,16731290,0.058,-8892,102273,,0,
Northeast Dallas,Rockwall,Industrial,4351051,0.008,118331,0,,0,
Northwest Dallas,,Industrial,126844537,0.086,-730462,1336272,,180657,
Northwest Dallas,Denton,Industrial,20288655,0.225,-158346,248361,,180657,
Northwest Dallas,Lewisville,Industrial,34914062,0.049,-506654,999678,,0,
Northwest Dallas,Metropolitan/Addison,Industrial,19897017,0.089,-71924,0,,0,
Northwest Dallas,North Stemmons/Valwood,Industrial,49197103,0.043,6462,88233,,0,
Northwest Dallas,NW Dallas Outlying,Industrial,2547700,0.302,0,0,,0,
South Dallas,,Industrial,121710066,0.122,902258,799006,,59970,
South Dallas,Redbird Airport,Industrial,21816929,0.035,-2115,0,,0,
South Dallas,Southeast Dallas/I-45,Industrial,80950075,0.164,984510,364306,,59970,
South Dallas,Southwest Dallas/US 67,Industrial,18943062,0.04,-80137,434700,,0,
South Stemmons,,Industrial,128855439,0.055,39294,523167,,0,
South Stemmons,East Hines North,Industrial,20242651,0.052,-128863,0,,0,
South Stemmons,East Brookhollow,Industrial,7906276,0.034,-38580,0,,0,
South Stemmons,Eastern Lonestar/Turnpike,Industrial,32580878,0.068,80578,0,,0,
South Stemmons,North Trinity,Industrial,9538377,0.079,-6202,0,,0,
South Stemmons,West Hines North,Industrial,9294858,0.048,44069,0,,0,
South Stemmons,West Brookhollow,Industrial,40767134,0.057,99792,523167,,0,
South Stemmons,Western Lonestar/Turnpike,Industrial,8525265,0.007,-11500,0,,0,
287 Corridor,,Industrial,25723468,0.13,852793,470220,,0,
287 Corridor,Mansfield/Midlothian,Industrial,17892619,0.169,852793,30220,,0,
287 Corridor,Waxahachie/Ennis,Industrial,7830849,0.04,0,440000,,0,
Great Southwest/Arlington,,Industrial,123041807,0.077,-337035,984948,,105072,
Great Southwest/Arlington,Arlington,Industrial,26365373,0.058,139322,0,,0,
Great Southwest/Arlington,Lower Great Southwest,Industrial,39203907,0.075,30489,284865,,0,
Great Southwest/Arlington,Upper Great Southwest,Industrial,57472527,0.087,-506846,700083,,105072,
North Fort Worth,,Industrial,134603484,0.081,1648129,4153491,,968313,
North Fort Worth,Meacham Field/Fossil Creek,Industrial,48395080,0.062,1552312,0,,968313,
North Fort Worth,Northeast Tarrant/Alliance,Industrial,79639761,0.094,88147,3421207,,0,
North Fort Worth,West Tarrant,Industrial,6568643,0.075,7670,732284,,0,
South Fort Worth,,Industrial,88417403,0.064,-292487,235906,,0,
South Fort Worth,Cleburne,Industrial,2896400,0.045,0,0,,0,
South Fort Worth,East Fort Worth,Industrial,26810993,0.076,6805,235906,,0,
South Fort Worth,North Central Fort Worth,Industrial,10777559,0.022,6147,0,,0,
South Fort Worth,South Central Fort Worth,Industrial,8234016,0.015,-47667,0,,0,
South Fort Worth,South Central Tarrant,Industrial,36837742,0.071,-246097,0,,0,
South Fort Worth,Southwest Tarrant,Industrial,2860693,0.186,-11675,0,,0,
Dallas Totals,,Industrial,670578442,0.089,3004592,6563020,,1654354,
Fort Worth Totals,,Industrial,346062694,0.075,1018607,5374345,,1073385,
Market Totals,,Industrial,1016641136,0.085,4023199,11937365,,2727739,
