primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Annapolis,,Warehouse,262548,0.012,0,0,,,
Baltimore City,,Warehouse,28875877,0.074,-338116,0,10.22,,
Baltimore County East,,Warehouse,31172283,0.05,588651,391283,10.57,,
Baltimore Southwest,,Warehouse,7405788,0.179,0,0,10.51,,
Balt/Washington Corridor,,Warehouse,50943130,0.082,-34154,317098,13.10,,
Harford/Cecil County,,Warehouse,40816569,0.089,268558,632926,8.13,,
Hunt Valley/Towson,,Warehouse,2892004,0.084,47194,0,10.56,,
Owings Mills/Reisterstown Rd,,Warehouse,706368,0.0,0,0,,,
Warehouse Total,,Warehouse,163074567,0.08,532133,1341307,10.90,,
Annapolis,,Flex,1144477,0.032,0,0,18.00,,
Baltimore City,,Flex,2697704,0.045,5629,0,11.11,,
Baltimore County East,,Flex,2891872,0.072,23400,0,10.79,,
Baltimore Southwest,,Flex,3507704,0.088,0,0,11.55,,
Balt/Washington Corridor,,Flex,14562399,0.048,37786,0,13.91,,
Harford/Cecil County,,Flex,1798042,0.046,0,0,11.26,,
Hunt Valley/Towson,,Flex,3555290,0.028,0,0,11.31,,
Owings Mills/Reisterstown Rd,,Flex,1930397,0.099,0,0,11.96,,
Flex Total,,Flex,32087885,0.054,66815,0,12.69,,
Annapolis,,Industrial,1407025,0.029,0,0,18.00,,
Baltimore City,,Industrial,31573581,0.071,-332487,0,10.26,,
Baltimore County East,,Industrial,33672872,0.052,612051,391283,10.58,,
Baltimore Southwest,,Industrial,10913492,0.15,0,0,10.74,,
Balt/Washington Corridor,,Industrial,65188431,0.074,3632,317098,13.18,,
Harford/Cecil County,,Industrial,41871435,0.087,268558,632926,8.18,,
Hunt Valley/Towson,,Industrial,6447294,0.053,47194,0,10.66,,
Owings Mills/Reisterstown Rd,,Industrial,2636765,0.072,0,0,11.96,,
Market Total,,Industrial,193710895,0.076,598948,1341307,11.05,,
