primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Downtown,,Industrial,38408522,0.034,-100320,0,4.92,0,
East,,Industrial,5840223,0.012,6570,0,8.14,0,
Geauga West,,Industrial,1456727,0.004,0,0,6.0,0,
Lake County West,,Industrial,20400356,0.024,66716,0,5.38,0,
Northeast,,Industrial,24846472,0.019,10000,0,3.66,0,
Northwest,,Industrial,29031588,0.02,-16946,0,5.08,0,
Out of Submarket,,Industrial,1917092,0.606,0,930000,,,
South,,Industrial,31219594,0.033,175,0,6.25,0,
Southeast,,Industrial,52521765,0.036,-9854,0,5.84,0,
Southwest,,Industrial,41444514,0.017,-56150,60000,6.1,0,
Market Total,,Industrial,247086853,0.031,-99809,990000,5.52,0,
