primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
East Hillsborough,Tampa CBD,Warehouse/Distribution,85207420,0.058,-313450,1991521,10.04,,
East Hillsborough,Northeast,Warehouse/Distribution,8738293,0.053,-11727,,12.14,,
East Hillsborough,East Tampa,Warehouse/Distribution,1539951,0.003,,13.00,,
East Hillsborough,Plant City,Warehouse/Distribution,53352621,0.039,187780,776512,11.76,,
East Hillsborough,Southeast,Warehouse/Distribution,19597937,0.096,-484503,1215009,7.78,,
West Hillsborough,Tampa,Warehouse/Distribution,1978618,0.248,0,,9.20,,
West Hillsborough,Tampa,Warehouse/Distribution,20921772,0.042,39534,100698,13.71,,
West Hillsborough,Westshore,Warehouse/Distribution,3753958,0.007,7298,,14.14,,
West Hillsborough,Airport,Warehouse/Distribution,13326028,0.055,-14903,100698,13.71,,
West Hillsborough,Southwest Tampa,Warehouse/Distribution,1822684,0.039,43639,,9.00,,
West Hillsborough,Northwest Tampa,Warehouse/Distribution,2019102,0.017,3500,,16.96,,
Hillsborough County,Hillsborough County,Total,106129192,0.054,-273916,2092219,10.46,,
South Pinellas,South Pinellas,Total,8559707,0.078,-129084,,10.36,,
Mid Pinellas/Gateway,Mid Pinellas/Gateway,Total,30305000,0.043,-77148,146539,10.27,,
North Pinellas,North Pinellas,Total,6539261,0.02,-61513,,10.71,,
Pinellas County,Pinellas County,Total,45403968,0.046,-267745,146539,10.34,,
Pasco County,Pasco County,Total,13552948,0.151,80381,1882773,11.25,,
Total,Total,Manufacturing,32054373,0.031,13269,883000,9.63,,
Total,Total,R&D/Flex,12838101,0.045,-9448,,14.24,,
Total,Total,Warehouse/Distribution,120193634,0.07,-465101,3238531,10.36,,
Tampa Total,Tampa Total,Total,165086108,0.06,-461280,4121531,10.48,,
