primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Bastrop County,,Industrial,605133,0.031,0,0,6.0,,
Caldwell County,,Industrial,750476,0.22,0,62360,,62360,
Cedar Park,,Industrial,5408135,0.17,-51194,0,17.06,179955,
Central,,Industrial,1408670,0.069,-19181,0,16.43,0,
East,,Industrial,5354846,0.342,69470,544160,15.82,1829761,
Far North,,Industrial,7357683,0.228,82063,933041,14.03,0,
Far Northeast,,Industrial,3280125,0.308,34300,1075570,10.41,256072,
Hays County,,Industrial,12424045,0.149,341250,1355688,11.54,0,
North,,Industrial,14900844,0.085,-114976,0,16.07,0,
Northeast,,Industrial,22130993,0.134,19973,1044502,15.07,156000,
Northwest,,Industrial,315182,0.056,-1500,0,17.85,0,
Round Rock,,Industrial,5642328,0.145,-18113,504852,14.25,0,
South,,Industrial,2427865,0.051,-33492,0,17.46,0,
Southeast,,Industrial,18447939,0.154,121604,1313852,18.84,439350,
Southwest,,Industrial,901568,0.058,-2500,269959,22.91,0,
Market Total,,Industrial,101355832,0.154,530092,7103984,14.24,2861138,
