primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
West Raleigh,,Warehouse,1058824,,,,,,12.5,,
US 70/Glenwood Ave,,Warehouse,1213644,0.006,-7500,120120,,,,
Six Forks Road/Falls,,Warehouse,2463728,0.037,-21960,,,,,
US 1/Capital Blvd,,Warehouse,3956053,0.011,33330,,12.89,,
Eastern Wake,,Warehouse,18409713,0.031,194137,866530,9.45,,
Southern Wake,,Warehouse,4234857,0.07,-31397,266268,15,,
Cary,,Warehouse,1224925,0.157,5007,,,,
RTP/I-40 Corridor,,Warehouse,14993255,0.013,-35317,782642,8.57,,
North Durham,,Warehouse,3119432,,,,,,,
South Durham,,Warehouse,2990522,,26000,,9.78,,
Orange County,,Warehouse,3535282,0.072,,580200,4.77,,
Johnston County,,Warehouse,10276880,0.01,279219,1105802,6.23,,
US 1/64 West Corridor,,Warehouse,2300323,0.051,52000,,5.64,,
Warehouse Totals,,Warehouse,69777438,0.027,493519,3721562,7.6,,
