primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Northgate/Natomas,,Industrial,22062818,0.055,496634,,0.82,,
Richards,,Industrial,4732400,0.031,31384,,0.65,,
Downtown/Midtown/East Sacramento,,Industrial,4955716,0.014,8256,,1.16,,
West Sacramento,,Industrial,24868364,0.039,384500,,0.78,,
South Sacramento,,Industrial,5519015,0.01,-38609,,1.08,,
Elk Grove/Laguna/Galt,,Industrial,7736416,0.003,64443,,0.96,,
Power Inn Area,,Industrial,28612024,0.01,69795,,0.96,,
Northeast Sacramento,,Industrial,6903536,0.049,63845,,0.94,,
Rancho Cordova,,Industrial,18767147,0.026,87545,,0.75,,
Roseville/Rocklin,,Industrial,16642310,0.01,23855,,1.05,,
I-80/Roseville Rd,,Industrial,10895461,0.014,5937,,0.74,,
Lincoln,,Industrial,3756011,0.032,-8000,,0.68,,
Woodland/Davis,,Industrial,17786077,0.002,120208,,0.61,,
Folsom/El Dorado Hills,,Industrial,4830457,0.029,6646,,1.12,,
McClellan Park,,Industrial,7942479,0.062,16426,,0.63,,
Auburn/Newcastle,,Industrial,3009064,0.005,4385,,0.91,,
Market Total,,Industrial,189019295,0.025,1337250,,0.80,,
