primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Palo Alto,,Warehouse/Distribution,26620,0.0,0,,2.25,,
Mountain View/Los Altos,,Warehouse/Distribution,143297,0.0,0,,1.49,,
Sunnyvale,,Warehouse/Distribution,2149526,0.019,0,,1.65,,
Santa Clara,,Warehouse/Distribution,5081978,0.022,0,,1.75,,
West Valley,,Warehouse/Distribution,201222,0.012,0,,2.15,,
San Jose IBP/Downtown,,Warehouse/Distribution,4515299,0.045,-13147,,1.43,,
San Jose - North,,Warehouse/Distribution,5754950,0.001,38433,,1.41,,
San Jose-South,,Warehouse/Distribution,6788719,0.062,-39239,,1.27,,
Milpitas,,Warehouse/Distribution,6957059,0.022,-70085,,1.50,,
Fremont/Newark,,Warehouse/Distribution,16819152,0.0,122664,,1.40,,
Silicon Valley,,Warehouse/Distribution,48437822,0.02,38626,,1.39,,
