primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Seattle Close-in,Downtown/Lk Union,Industrial,2252303,0.139,-18000,0,,,
Seattle Close-in,North Seattle/Interbay,Industrial,6902389,0.097,-104556,0,,,
Seattle Close-in,East Seattle/Capitol Hill/Rainier Valley,Industrial,1922754,0.117,0,0,,,
Seattle Close-in,South Seattle/West Seattle,Industrial,39529004,0.037,119960,228207,,,
Seattle Close-in,,Industrial,50606450,0.053,-2596,917255,1.42,,
Kent Valley,SeaTac,Industrial,6021671,0.006,3781,0,,,
Kent Valley,Tukwila,Industrial,12161553,0.078,-111114,30000,,,
Kent Valley,Renton,Industrial,16194753,0.025,117704,0,,,
Kent Valley,Kent,Industrial,47606504,0.046,64443,1190071,,,
Kent Valley,Auburn,Industrial,27708163,0.02,78325,270962,,,
Kent Valley,Federal Way,Industrial,1593185,0.074,5013,1507581,,,
Kent Valley,Sumner,Industrial,19364753,0.036,129128,0,,,
Kent Valley,,Industrial,130650582,0.038,287280,2918387,0.95,,
Tacoma/Fife,Port of Tacoma,Industrial,12623729,0.009,106765,0,,,
Tacoma/Fife,Tacoma West,Industrial,6075709,0.031,21307,405583,,,
Tacoma/Fife,Fife,Industrial,13231030,0.017,-65955,27200,,,
Tacoma/Fife,Puyallup,Industrial,7585758,0.005,137971,433690,,,
Tacoma/Fife,Frederickson,Industrial,10520100,0.063,0,3568922,,,
Tacoma/Fife,Lakewood,Industrial,6823986,0.044,12536,172650,,,
Tacoma/Fife,DuPont,Industrial,4635287,0.007,0,0,,,
Tacoma/Fife,Gig Harbor,Industrial,757586,0.182,21600,0,,,
Tacoma/Fife,,Industrial,62253185,0.028,234224,4608045,0.87,,
Eastside,Bellevue,Industrial,2030527,0.017,-3206,0,,,
Eastside,I-90 Corridor,Industrial,2589511,0.027,66,0,,,
Eastside,Kirkland/Totem Lake,Industrial,2443603,0.041,-6724,0,,,
Eastside,Overlake,Industrial,744253,0.058,-7513,0,,,
Eastside,Marymoor,Industrial,3599283,0.015,81665,73485,,,
Eastside,Willows,Industrial,3831488,0.053,-5795,0,,,
Eastside,Bothell,Industrial,3693624,0.132,-51135,0,,,
Eastside,Woodinville/Maltby,Industrial,6886356,0.024,54688,0,,,
Eastside,,Industrial,25818645,0.045,62046,73485,1.87,,
Northend,Lynnwood/Edmonds/Mtlk Terrace,Industrial,2600648,0.018,-26610,0,,,
Northend,Monroe,Industrial,1915956,0.014,2822,127000,,,
Northend,Mukilteo,Industrial,2922550,0.076,29885,58221,,,
Northend,Everett,Industrial,9981698,0.043,-42630,485683,,,
Northend,No. Snohomish,Industrial,4247173,0.082,151204,960431,,,
Northend,,Industrial,21668025,0.05,114671,1631335,1.03,,
Thurston County,Lacey,Industrial,11846566,0.033,-660,221656,,,
Thurston County,Olympia,Industrial,980794,0,0,0,,,
Thurston County,Tumwater,Industrial,4178268,0.006,1158700,461345,,,
Thurston County,Outlying Thurston,Industrial,77250,0,0,0,,,
Thurston County,,Industrial,17082878,0.024,1158040,683001,0.65,,
Lewis County,,Industrial,5638167,0,0,224884,0.45,,
Puget Sound (3-county),,Whse/Bus Pk/Manuf,280254511,0.037,716086,10148507,1.05,,
Puget Sound (3-county),,Flex,10742376,0.121,-20461,0,1.96,,
Puget Sound (3-county),,Total,290996887,0.04,695625,10148507,1.15,,
Five-County Total,,Total,313717932,0.038,1853665,11056392,1.11,,
