primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Downtown,,Warehouse/Distribution,24193887,0.021,9000,,5.63,,
East,,Warehouse/Distribution,2787185,0.053,-44353,,6.71,,
Geauga West,,Warehouse/Distribution,926688,0.032,0,,6.92,,
Lake County West,,Warehouse/Distribution,8892898,0.057,40270,,4.27,,
Northeast,,Warehouse/Distribution,9700821,0.029,198000,,6.83,,
Northwest,,Warehouse/Distribution,11109661,0.019,-2992,,4.76,,
South,,Warehouse/Distribution,19199806,0.035,-17229,,5.73,,
Southeast,,Warehouse/Distribution,38630418,0.047,-178395,,6.16,,
Southwest,,Warehouse/Distribution,22101681,0.048,269135,,5.47,,
Total Market,,Warehouse/Distribution,137543045,0.038,273436,947527,5.77,,
Downtown,,Manufacturing,18452929,0.056,101992,,3.5,,
East,,Manufacturing,1662652,0.012,0,,10,,
Geauga West,,Manufacturing,923414,0.036,-12000,,7.41,,
Lake County West,,Manufacturing,14738871,0.002,11639,,4.63,,
Northeast,,Manufacturing,16854601,0.031,0,,2.86,,
Northwest,,Manufacturing,20756085,0.003,150000,,7.26,,
South,,Manufacturing,14609316,0.005,10837,,5.93,,
Southeast,,Manufacturing,14347754,0.002,-9890,,8.54,,
Southwest,,Manufacturing,22043206,0.014,-7796,,4.64,,
Total Market,,Manufacturing,124388828,0.017,244782,,4,,
Downtown,,R&D/Flex,1746034,0.014,0,,5.55,,
East,,R&D/Flex,1712444,0.075,-7086,,11.44,,
Geauga West,,R&D/Flex,279632,0.0,0,,16.58,,
Lake County West,,R&D/Flex,2806793,0.012,-12293,,8.32,,
Northeast,,R&D/Flex,391545,0.0,0,,5.5,,
Northwest,,R&D/Flex,1068325,0.0,3000,,6.75,,
South,,R&D/Flex,4076641,0.027,22346,,7.6,,
Southeast,,R&D/Flex,4792769,0.03,-4486,,6.58,,
Southwest,,R&D/Flex,2637812,0.048,19500,,8.52,,
Total Market,,R&D/Flex,19511995,0.029,20981,,8.13,,
Downtown,,Industrial,44392850,0.032,110992,,3.77,,
East,,Industrial,6162281,0.048,-51439,,9.16,,
Geauga West,,Industrial,2129734,0.038,-12000,,7.31,,
Lake County West,,Industrial,26438562,0.035,39616,,4.78,,
Northeast,,Industrial,26946967,0.03,198000,,4.27,,
Northwest,,Industrial,32934071,0.009,150008,323527,5.76,,
South,,Industrial,37885763,0.039,15954,260000,5.96,,
Southeast,,Industrial,57770941,0.034,-192771,,6.24,,
Southwest,,Industrial,46782699,0.032,280839,364000,5.5,,
Total Market,,Industrial,281443868,0.028,539199,947527,5.52,,
