primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
CBD,,Industrial,26776,0.0,,,,
CENTRAL,,Industrial,1237275,0.08,-4600,,17.24,,
EAST,,Industrial,2822163,0.07,48950,,14.17,84094,
FAR NORTHEAST,,Industrial,4865182,0.11,418112,1418600,8.87,526226,
FAR NORTHWEST,,Industrial,530614,0.0,2950,,,,
GEORGETOWN,,Industrial,3304251,0.223,422010,4011035,10.38,466997,
HAYS COUNTY,,Industrial,3692850,0.08,302358,2785885,7.65,42803,
NORTH,,Industrial,14375162,0.033,24849,,16.77,,
NORTHEAST,,Industrial,8416435,0.028,120599,270442,12.36,,
NORTHWEST,,Industrial,2626118,0.036,-40407,,13.81,,
ROUND ROCK,,Industrial,4822466,0.047,3741,1041645,14.6,,
SOUTH,,Industrial,1486861,0.038,-9099,657500,18.04,,
SOUTHEAST,,Industrial,13466388,0.051,-19033,1375542,9,490144,
SOUTHWEST,,Industrial,394773,0.0,15592,,,,
AUSTIN TOTAL,,Industrial,62067314,0.059,1286022,11557649,11.56,1610264,
