primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Airport,,Industrial,6534563,0.097,92880,900981,0.87,187000,
Bench,,Industrial,1894698,0.049,27852,,0.77,,
Caldwell,,Industrial,5249000,0.075,-28194,396480,0.90,14400,
Downtown,,Industrial,621267,0.178,0,,0.88,,
Eagle,,Industrial,257357,0,0,,,0,
Kuna,,Industrial,203390,0,0,,,0,
Meridian,,Industrial,6090379,0.009,2152,,1.05,,
Middleton,,Industrial,265608,0,0,,,0,
Nampa,,Industrial,13997064,0.115,831275,364190,0.88,825918,
North Boise,,Industrial,1704516,0.005,-1770,,0.84,,
South Meridian,,Industrial,876649,0.011,0,,1.54,,
Southeast,,Industrial,4287732,0.005,27604,,1.31,,
Southwest,,Industrial,2369799,0.037,26640,,0.93,,
Star,,Industrial,58076,0,0,,,0,
West,,Industrial,3572338,0.02,-10807,,0.93,,
West Canyon,,Industrial,1089102,0,0,,,0,
Market Total,,Industrial,49297008,.063,967632,1661651,.89,1027318,
