primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Northeast,Warehouse,Industrial,24151926,0.018,-63369,323475,7.56,,
Northwest,Warehouse,Industrial,21302084,0.061,34828,249500,7.67,,
Southeast,Warehouse,Industrial,50402110,0.019,362056,973800,8.13,,
Southwest,Warehouse,Industrial,37437067,0.036,29562,505068,6.77,,
Total,Warehouse,Industrial,133293187,0.03,363077,2051843,7.54,,
Northeast,Flex,Industrial,1784040,0.092,-22738,,12.56,,
Northwest,Flex,Industrial,5170305,0.047,-10519,92000,11.69,,
Southeast,Flex,Industrial,1496369,0.081,-58862,,11.41,,
Southwest,Flex,Industrial,2913995,0.042,40244,,11.35,,
Total,Flex,Industrial,11364709,0.057,-51875,92000,11.80,,
Northeast,Overall,Industrial,25935966,0.023,-86107,323475,10.58,,
Northwest,Overall,Industrial,26472389,0.058,24309,341500,8.20,,
Southeast,Overall,Industrial,51898479,0.021,303194,973800,8.43,,
Southwest,Overall,Industrial,40351062,0.036,69806,505068,7.17,,
Total,Overall,Industrial,144657896,0.033,311202,2143843,8.11,,
