primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Beaver County,,R&D/Flex,201810,0,,"",,0,
Beaver County,,Warehouse/Distribution,11361468,0.039,27200,,"6.76",,
Beaver County,,Industrial,11563278,0.039,27200,,"6.76",,
Butler County,,R&D/Flex,112500,0,,"",,0,
Butler County,,Warehouse/Distribution,8649499,0.026,,"","6.44",,
Butler County,,Industrial,8761999,0.026,,"",6.44,,
City of Pittsburgh,,R&D/Flex,1431031,0.18,,"","14.23",,
City of Pittsburgh,,Warehouse/Distribution,14532670,0.014,143516,,"7.47",,
City of Pittsburgh,,Industrial,16105316,0.038,143516,,"10.32",,
Cranberry,,R&D/Flex,1779344,0.103,6113,,"18.98",,
Cranberry,,Warehouse/Distribution,7274227,0.018,-1383,,"15.00",,
Cranberry,,Industrial,9053571,0.035,4730,,"18.62",,
East,,R&D/Flex,1721093,0.001,,"","9.84",,
East,,Warehouse/Distribution,8885320,0.123,-59803,,"5.33",,
East,,Industrial,10606413,0.104,-59803,,"5.45",,
Northeast,,R&D/Flex,3283998,0.081,,"","15.83",,
Northeast,,Warehouse/Distribution,10967233,0.001,,"","6.50",,
Northeast,,Industrial,14251231,0.019,,"",13.82,,
Northwest,,R&D/Flex,578486,0.016,,"",,58300,
Northwest,,Warehouse/Distribution,6251308,0.022,,"",11.00,,
Northwest,,Industrial,6829794,0.021,,"",11.00,,
South,,R&D/Flex,1172433,0,,"",,0,
South,,Warehouse/Distribution,10150151,0.004,,"","7.51",,
South,,Industrial,11322584,0.004,,"",7.51,,
Washington County,,R&D/Flex,1023226,0.052,,"","17.50",,
Washington County,,Warehouse/Distribution,12104034,0.053,-56894,,"6.04",,
Washington County,,Industrial,13127260,0.053,-56894,,"10.51",,
West,,R&D/Flex,3653054,0.066,14847,,"16.74",,
West,,Warehouse/Distribution,20699174,0.079,19520,,"8.68",,
West,,Industrial,24352228,0.077,34367,,"10.96",59450,
Westmoreland County,,R&D/Flex,591529,0,,"",,61796,
Westmoreland County,,Warehouse/Distribution,25585132,0.059,10600,,"6.26",,
Westmoreland County,,Industrial,26331661,0.057,10600,,"6.26",,
Pittsburgh Total,,Industrial,152305335,0.047,103716,,"9.53",,
