primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Clay,,Industrial,54368516,0.021,127302,0,5.88,,
Jackson,,Industrial,107708029,0.043,319312,253000,5.23,,
Johnson,,Industrial,87453227,0.062,-288873,2390918,6.01,,
Platte,,Industrial,17327833,0.032,-9592,2284878,5.44,,
Wyandotte,,Industrial,45917042,0.013,34419,0,5.10,,
Cass,,Industrial,4493695,0.039,392237,0,5.38,,
Metro,,Industrial,317268342,0.039,574805,4928796,5.60,,
Clay,,Bulk Distribution,34782312,0.025,200810,0,5.55,,
Jackson,,Bulk Distribution,48310356,0.076,443853,253000,4.78,,
Johnson,,Bulk Distribution,52713685,0.081,-54400,2358918,5.42,,
Platte,,Bulk Distribution,12030446,0.035,0,2284878,4.95,,
Wyandotte,,Bulk Distribution,17852030,0.018,0,0,4.36,,
Cass,,Bulk Distribution,4493695,0.039,392237,0,5.38,,
Metro,,Bulk Distribution,170182524,0.057,982500,4896796,5.09,,
Clay,,Modern Bulk Distribution,12006633,0.062,200810,0,,"",
Jackson,,Modern Bulk Distribution,12767898,0.163,152500,253000,4.83,,
Johnson,,Modern Bulk Distribution,35840819,0.109,34290,2358918,5.42,,
Platte,,Modern Bulk Distribution,9486807,0.045,0,2284878,4.95,,
Wyandotte,,Modern Bulk Distribution,7913191,0,0,0,,"",
Cass,,Modern Bulk Distribution,4493695,0.039,392237,0,5.38,,
Metro,,Modern Bulk Distribution,82509043,0.089,779837,4896796,5.17,,
