primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
North County,Daly City,Industrial,1188901,0,0,,1.57,,
North County,Brisbane,Industrial,4467225,0.079,-100656,,1.76,,
North County,South San Francisco,Industrial,15478407,0.048,-168110,,1.71,,
North County,San Bruno,Industrial,316342,0,800,,1.90,,
North County,Millbrae,Industrial,110582,0.196,0,,1.90,,
North County,Burlingame,Industrial,3953950,0.051,-60183,,1.88,,
North County,,Industrial,25515407,0.052,-328149,,1.77,,
Central County,San Mateo,Industrial,618880,0.055,0,,1.92,,
Central County,Foster City,Industrial,21600,0,0,,2.05,,
Central County,Belmont,Industrial,564448,0.009,0,,2.05,,
Central County,San Carlos,Industrial,2669549,0.016,-13126,,2.20,,
Central County,Redwood City,Industrial,3007404,0.045,-16856,,2.11,,
Central County,,Industrial,6881881,0.032,-29982,,1.89,,
South County,Menlo Park,Industrial,1744598,0.002,1500,,2.35,,
South County,Palo Alto/East PA,Industrial,1318677,0.066,0,,2.05,,
South County,,Industrial,3063275,0.03,1500,,2.31,,
Total Market,,Industrial,35460563,0.046,-356631,,1.82,,
Total Market,Manufacturing,Industrial,5835820,0.029,-15077,,2.13,,
Total Market,Warehouse,Industrial,29624743,0.049,-341554,,1.78,,
