primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Airport,,Industrial,1113418,0.068,28500,,11.38,,
Downtown,,Industrial,3287932,0.007,-17252,,12.06,,
Mesa del Sol,,Industrial,693896,0.053,0,,11.00,,
NE Heights,,Industrial,482381,0.002,0,,9.00,,
North 1-25,,Industrial,16684839,0.036,12189,76574,11.75,,
North Valley,,Industrial,2663822,0.004,0,,11.00,,
Rio Rancho,,Industrial,6539789,0.001,0,,19.00,,
SE Heights,,Industrial,1511743,0.02,-4500,,14.00,,
South 1-25,,Industrial,3106520,0.052,-50809,,11.00,,
Valencia County,,Industrial,3234118,0.061,0,,9.50,,
West Mesa,,Industrial,7771037,0.014,-11516,86000,10.50,,
Market Total,,Industrial,47089495,.027,-43388,162574,11.50,,
