primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Dublin,,Industrial,1405322,0.083,-90386,,1.58,,
Dublin,Manufacturing,Industrial,50640,0,0,,1.50,,
Dublin,Warehouse,Industrial,1354682,0.086,-90386,,1.65,,
Livermore,,Industrial,15583360,0.064,-111025,,1.05,,
Livermore,Manufacturing,Industrial,2519310,0.077,-86229,,1.05,,
Livermore,Warehouse,Industrial,13064050,0.062,-24796,,1.05,,
Pleasanton,,Industrial,2096803,0.02,-11554,,1.38,,
Pleasanton,Manufacturing,Industrial,193115,0,0,,1.50,,
Pleasanton,Warehouse,Industrial,1903688,0.023,-11554,,1.25,,
San Ramon,,Industrial,983969,0.013,-3913,,1.50,,
San Ramon,Warehouse,Industrial,983969,0.013,-3913,,1.50,,
Tri-Valley Ind. Market,,Industrial,20069454,0.058,-216878,,1.20,,
Tri-Valley Ind. Market,Manufacturing,Industrial,2763065,0.07,-86229,,1.39,,
Tri-Valley Ind. Market,Warehouse,Industrial,17306389,0.057,-130649,,1.05,,
