primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Kenosha,,Industrial,51391643,0.136,1733569,0,5.33,2642594,
Milwaukee Downtown,,Industrial,11827396,0.048,-11754,,3.81,,
Milwaukee North Central,,Industrial,12175712,0.045,-198707,,4.18,,
Milwaukee North Shore,,Industrial,5743081,0.03,-97800,,5.17,,
Milwaukee Northwest,,Industrial,24641700,0.03,-231263,205116,4.36,,
Milwaukee South,,Industrial,36119849,0.072,47812,165000,6.55,,
Milwaukee South Central,,Industrial,13280918,0.118,-319317,,7.01,,
Milwaukee West,,Industrial,13994912,0.151,-501485,,4.74,81000,
Ozaukee,,Industrial,12208377,0.012,292050,36843,4.37,129025,
Racine,,Industrial,33242907,0.078,125532,,6.01,77000,
Sheboygan,,Industrial,18810566,0.015,0,,5.50,,
Walworth,,Industrial,11658024,0.005,0,25000,3.78,,
Washington,,Industrial,23718948,0.048,22309,393652,5.72,1160036,
Waukesha Northeast,,Industrial,22725988,0.007,87405,40670,6.55,195375,
Waukesha Northwest,,Industrial,21120397,0.018,167160,24534,6.42,150000,
Waukesha Southeast,,Industrial,16514936,0.015,129574,118000,7.38,,
Waukesha Southwest,,Industrial,17372882,0.012,-46080,0,7.62,24000,
TOTAL,,Industrial,346548236,0.059,1068605,1008815,5.06,4459030,
