primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Downtown,,Industrial,51569128,0.03,-146874,0,5.75,,
Metro East,,Industrial,37173276,0.106,-67313,375000,8.02,,
North,,Industrial,32243486,0.075,616807,939779,6.17,,
St. Charles County,,Industrial,28624258,0.039,-9710,37500,5.23,,
Central County,,Industrial,20950378,0.016,123720,0,6.56,,
Earth City,,Industrial,19758430,0.043,-12026,0,4.22,,
Westport,,Industrial,13586261,0.019,-51818,0,8.30,,
Fenton,,Industrial,9805962,0.035,89293,0,5.24,,
South County,,Industrial,7282801,0.014,-30850,0,5.39,,
West County,,Industrial,6876962,0.036,-39738,130000,8.77,,
Maryland Heights,,Industrial,3172686,0.079,44838,512048,7.63,,
,Manufacturing,Industrial,36680834,0.021,76130,375000,5.11,,
,R&D/Flex,Industrial,8220775,0.037,-46262,0,9.96,,
,Warehouse,Industrial,183697030,0.057,450461,1619327,5.37,,
Market Totals,,Industrial,231043638,0.048,516329,1994327,5.43,,
