primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Southeast PA,Bucks County,,54140705,0.071,153445,893567,11.23,98584,
Southeast PA,Bucks County,Class A Logistics,54140705,0.071,153445,893567,11.40,98584,
Southeast PA,Chester County,,22543384,0.049,-10698,0,12.41,,
Southeast PA,Delaware County,,20984581,0.049,-110476,479400,12.58,,
Southeast PA,Delaware County,Class A Logistics,20984581,0.049,-110476,479400,16.38,,
Southeast PA,Montgomery County,,55988414,0.078,-582505,0,10.69,,
Southeast PA,Montgomery County,Class A Logistics,55988414,0.078,-582505,0,11.52,,
Southeast PA,Philadelphia County,,56787265,0.059,10931,1246800,11.71,,
Southeast PA,Philadelphia County,Class A Logistics,56787265,0.059,10931,1246800,14.86,,
Southeast PA,,,210485349,0.065,-539303,2619767,11.46,98584,
Southeast PA,,Class A Logistics,210485349,0.065,-539303,2619767,12.99,98584,
Southern NJ,Burlington County,,64091887,0.155,376528,1956670,13.29,,
Southern NJ,Burlington County,Class A Logistics,64091887,0.155,376528,1956670,13.41,,
Southern NJ,Camden County,,27219538,0.022,399014,80400,11.11,,
Southern NJ,Gloucester County,,35903295,0.069,-73636,1228055,11.97,,
Southern NJ,Gloucester County,Class A Logistics,35903295,0.069,-73636,1228055,12.34,,
Southern NJ,Salem County,,7708119,0.122,22170,2312500,11.39,,
Southern NJ,Salem County,Class A Logistics,7708119,0.122,22170,2312500,12.03,,
Southern NJ,,,134922839,0.104,724076,5577625,12.95,,
Southern NJ,,Class A Logistics,134922839,0.104,724076,5577625,12.86,,
Northern DE,New Castle,,33432857,0.084,96742,0,12.11,1166088,
Northern DE,,Class A Logistics,33432857,0.084,96742,0,11.27,1166088,
Total,,,378841045,0.08,281515,8197392,12.20,1264672,
Total,,Class A Logistics,378841045,0.08,281515,8197392,12.92,1264672,
