primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
American Canyon,,Industrial,8675872,0.013,1100,,1.00,,
American Canyon,,Manufacturing,475767,0,0,,1.00,,
American Canyon,,R&D/Flex,15040,0.399,-6000,,1.10,,
American Canyon,,Warehouse/Distribution,8185065,0.014,7100,,1.00,,
Benicia,,Industrial,8564332,0.026,6349,,0.98,,
Benicia,,Manufacturing,1189094,0.008,1500,,0.95,,
Benicia,,R&D/Flex,481763,0.136,9475,,1.05,,
Benicia,,Warehouse/Distribution,6893475,0.021,-4626,,0.95,,
Fairfield,,Industrial,16545710,0.031,-94346,,0.98,,
Fairfield,,Manufacturing,2295979,0.026,-60694,,0.95,,
Fairfield,,R&D/Flex,1309065,0.098,-1210,,1.05,,
Fairfield,,Warehouse/Distribution,12940666,0.025,-32442,,0.95,,
Napa,,Industrial,9203449,0.03,-53056,,1.20,,
Napa,,Manufacturing,917450,0.026,0,,1.20,,
Napa,,R&D/Flex,1846302,0.028,-7881,,1.35,,
Napa,,Warehouse/Distribution,6439697,0.031,-45175,,1.25,,
Vacaville,,Industrial,12724047,0.048,93455,,0.95,,
Vacaville,,Manufacturing,1264986,0.01,0,,0.90,,
Vacaville,,R&D/Flex,1529905,0.187,0,,1.05,,
Vacaville,,Warehouse/Distribution,9929156,0.031,93455,,0.90,,
Vallejo,,Industrial,4841219,0.015,-9900,,0.87,,
Vallejo,,Manufacturing,1927151,0.022,0,,0.80,,
Vallejo,,R&D/Flex,584575,0.016,-9060,,0.95,,
Vallejo,,Warehouse/Distribution,2329493,0.009,-840,,0.85,,
Napa-Solano Ind. Market,,Industrial,60554629,0.03,-56398,,0.99,,
Napa-Solano Ind. Market,Manufacturing,Industrial,8070427,0.018,-59194,,0.95,,
Napa-Solano Ind. Market,R&D/Flex,Industrial,5766650,0.095,-14676,,1.07,,
Napa-Solano Ind. Market,Warehouse/Distribution,Industrial,46717552,0.024,17472,,0.96,,
