primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Central PA,Adams County,,2516961,0.0,0,400000,,,
Central PA,Cumberland County,,65441816,0.026,-401205,0,8.52,,
Central PA,Dauphin County,,31263226,0.087,10200,496608,8.41,,
Central PA,Franklin County,,25654376,0.134,0,0,7.28,,
Central PA,Lancaster County,,56433177,0.064,-20621,602040,8.82,,
Central PA,Lebanon County,,15955130,0.011,211358,1113178,4.82,,
Central PA,York County,,71791293,0.02,690453,1386945,6.75,,
Central PA,,,269055979,0.049,490185,3998771,7.90,,
Lehigh Valley PA,Berks County,,40567518,0.08,1933832,234830,9.50,,
Lehigh Valley PA,Lehigh County,,63938061,0.042,-179172,0,11.59,,
Lehigh Valley PA,Northampton County,,52558954,0.105,-800263,1651595,11.67,853798,
Lehigh Valley PA,,,157064533,0.072,954397,1886425,11.12,853798,
Northeast PA,Carbon County,,1253747,0.0,0,0,,,
Northeast PA,Lackawanna County,,20282530,0.086,-459723,0,5.61,,
Northeast PA,Luzerne County,,54645231,0.042,652598,1169180,7.66,105000,
Northeast PA,Monroe County,,7913851,0.249,-510510,1204494,6.72,,
Northeast PA,Schuylkill County,,17667338,0.174,-33993,0,7.00,,
Northeast PA,,,101762697,0.089,-351628,2373674,6.81,105000,
Total,,,527883209,0.064,1092954,8258870,9.00,958798,
