primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Northgate/Natomas,,Industrial,24797303,0.104,947567,,0.79,,
Richards,,Industrial,4734986,0.036,0,,0.64,,
Downtown/Midtown/East Sacramento,,Industrial,4955716,0.012,11883,,1.02,,
West Sacramento,,Industrial,25482192,0.063,12164,,0.81,,
South Sacramento,,Industrial,5535880,0.05,-20726,,1.15,,
Elk Grove/Laguna/Galt,,Industrial,7815516,0.022,-52982,,1.14,,
Power Inn Area,,Industrial,28727452,0.028,-262670,,0.80,,
Northeast Sacramento,,Industrial,6920192,0.036,29753,,0.93,,
Rancho Cordova,,Industrial,19522263,0.091,47546,,0.80,,
Roseville/Rocklin,,Industrial,16859070,0.026,39863,,0.97,,
1-80/Roseville Rd,,Industrial,11048961,0.022,103000,,0.94,,
Lincoln,,Industrial,3756011,0.038,-4000,,0.78,,
Woodland/Davis,,Industrial,18030675,0.014,-77289,,0.63,,
Folsom/El Dorado Hills,,Industrial,4830457,0.025,-1009,,1.10,,
McClellan Park,,Industrial,7942479,0.065,-5069,,0.62,,
Auburn/Newcastle,,Industrial,3009064,0.006,34304,,1.13,,
Market Total,,Industrial,193968217,0.049,802335,,0.81,,
