primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Central/Airport,,Industrial,10787034,0.058,-156384,,0.96,,
Central/Airport,,Bulk,8125560,0.063,-216939,,0.95,,
Central/Airport,,Flex,2661474,0.043,60555,,1.05,,
East Valley,,Industrial,31689887,0.085,609993,,0.77,,
East Valley,,Bulk,31567200,0.086,609993,,0.77,,
East Valley,,Flex,122687,0,0,,0.00,,
North Valley,,Industrial,27009257,0.068,-889707,,0.86,,
North Valley,,Bulk,26780301,0.069,-889707,,0.86,,
North Valley,,Flex,228956,0,0,,0.00,,
South Reno,,Industrial,11042701,0.106,143038,,1.01,,
South Reno,,Bulk,9058650,0.121,136404,,0.99,,
South Reno,,Flex,1984051,0.039,6634,,1.37,,
Sparks,,Industrial,30918395,0.045,-451030,,0.87,,
Sparks,,Bulk,27957143,0.045,-451053,,0.85,,
Sparks,,Flex,2961252,0.039,23,,1.11,,
West Reno,,Industrial,3053123,0.176,-8209,,0.96,,
West Reno,,Bulk,2644063,0.2,0,,0.95,,
West Reno,,Flex,409060,0.02,-8209,,1.55,,
Market Total,,Industrial,114500397,0.072,-752299,,0.86,,
Market Total,,Bulk,106132917,0.075,-811302,,0.85,,
Market Total,,Flex,8367480,0.038,59003,,1.14,,
