primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
CBD,,Industrial,10000,0.0,,,,,
Central,,Industrial,2894668,0.044,,,10.52,,
East,,Industrial,2743083,0.023,,,10.24,,
Falcon,,Industrial,43475,0.0,,,,,
Fountain/Security/Widefield,,Industrial,1585616,0.13,,,7.61,,
Greater Downtown,,Industrial,1612747,0.0,,,5.9,,
Northeast,,Industrial,2620672,0.059,,,11.58,,
Northwest,,Industrial,8037216,0.018,,270000,9.92,,
Southeast,,Industrial,12090456,0.034,,185000,10.50,,
Southwest,,Industrial,1162639,0.0,,,,,
Tri-Lakes,,Industrial,283063,0.057,,,9.79,,
West Side/Manitou,,Industrial,718512,0.006,,,15.45,,
METRO TOTAL,,Industrial,33802147,0.033,,455900,10.05,,
