primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Urban,,Industrial,14512313,0.027,81978,,20.42,,
Metro North,,Industrial,87165464,0.022,137391,,14.00,,
Metro North,Close-In Suburbs North,Industrial,17858057,0.025,-5010,,16.48,,
Metro North,Route 128-North,Industrial,32336624,0.017,234099,,14.19,,
Metro North,Route 495-Northeast,Industrial,19244348,0.009,-114548,,11.96,,
Metro North,Route 3-North,Industrial,17726435,0.04,22850,,12.62,,
Metro South,,Industrial,110428731,0.018,1841373,,8.97,,
Metro South,Route 128-South,Industrial,44201952,0.024,344262,,11.31,,
Metro South,Route 495-South,Industrial,66226779,0.014,1497111,,7.81,,
Metro West,,Industrial,54771404,0.012,1120006,,11.24,,
Metro West,Route 128-West,Industrial,6588448,0.041,26711,,17.22,,
Metro West,Framingham - Natick,Industrial,4691376,0.011,74245,,12.14,,
Metro West,Route 495-Route 2 West,Industrial,20201571,0.004,669450,,9.31,,
Metro West,Route 495-Mass Pike West,Industrial,23290009,0.012,349600,,8.68,,
Overall Total Industrial,,Industrial,266877912,0.019,3180748,,11.58,,
