primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
West Raleigh,,Warehouse,1057596,0.029,0,0,12.59,,
US 70/Glenwood Avenue,,Warehouse,1235908,0.0,0,0,8.20,,
Six Forks Road / Falls,,Warehouse,2489117,0.012,-1500,0,7.52,,
US 1/Capital Boulevard,,Warehouse,3784137,0.037,-22958,0,9.10,,
Eastern Wake,,Warehouse,17626109,0.015,200602,1762087,6.94,,
Southern Wake,,Warehouse,3666253,0.083,-40000,234000,7.67,,
Cary,,Warehouse,1224925,0.156,6217,0,13.51,,
RTP/I-40 Corridor,,Warehouse,14583252,0.004,80578,1110297,7.19,,
North Durham,,Warehouse,3119432,0.0,0,0,6.17,,
South Durham,,Warehouse,2867431,0.009,0,0,5.50,,
Orange County,,Warehouse,2305009,0.024,11600,0,5.61,,
Johnston County,,Warehouse,9497132,0.002,13428,135000,5.22,,
US 1/64 West Corridor,,Warehouse,1791917,0.065,9652,0,5.73,,
Warehouse Totals,,Warehouse,64727750,0.019,257619,3041329,6.97,,
