primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
CBD,,Overall,10000,0.0,0,,,,
Central,,Overall,2943162,0.055,17762,,10.27,,
East,,Overall,2743083,0.023,-911,,10.75,,
Falcon,,Overall,43475,0.0,0,,,,
Fountain/Security/Widefield,,Overall,1585616,0.13,0,,7.61,,
Greater Downtown,,Overall,1612747,0.0,39194,,8.60,,
Northeast,,Overall,2620672,0.014,241236,136000,9.94,,
Northwest,,Overall,8307216,0.021,,164168,11.04,,
Southeast,,Overall,12283356,0.036,171145,,,,
Southwest,,Overall,1162639,0.0,0,,,,
Tri-Lakes,,Overall,283063,0.0,16177,,13.83,,
West Side/Manitou,,Overall,718512,0.017,-7930,,13.40,,
METRO TOTAL,,Overall,33857641,0.034,477000,300168,10.00,,
