primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Kenosha,,Industrial,50793535,0.117,810543,400107,5.47,964565,
Milwaukee Downtown,,Industrial,10080223,0.071,0,0,6.63,0,
Milwaukee North Central,,Industrial,10475121,0.025,96854,0,3.82,0,
Milwaukee North Shore,,Industrial,5442078,0.012,0,0,5.97,0,
Milwaukee Northwest,,Industrial,21023229,0.042,-59528,0,5.15,0,
Milwaukee South,,Industrial,32522335,0.035,168953,437000,6.03,50000,
Milwaukee South Central,,Industrial,11883641,0.120,2500,202213,6.72,0,
Milwaukee West,,Industrial,12109642,0.160,50000,50000,8.40,0,
Ozaukee,,Industrial,10731545,0.051,-316750,0,5.32,0,
Racine,,Industrial,30859441,0.088,230393,0,5.56,419636,
Sheboygan,,Industrial,17397449,0.000,0,50000,,0,
Walworth,,Industrial,10137737,0.004,0,0,3.89,0,
Washington,,Industrial,21123727,0.049,70000,233450,6.38,70000,
Waukesha Northeast,,Industrial,17417902,0.001,128000,142459,6.35,128000,
Waukesha Northwest,,Industrial,18391296,0.010,0,289106,6.59,0,
Waukesha Southeast,,Industrial,13719481,0.005,80089,58000,6.87,0,
Waukesha Southwest,,Industrial,13323246,0.008,80277,226800,6.00,102400,
Total,,Industrial,307431628,0.056,1341331,2089135,5.72,1734601,
