primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Northwest,,Industrial,108119557,0.08,20610,1792293,0.77,339845,
Northwest,Airport,Industrial,26737441,0.091,-135040,1489987,0.74,,
Northwest,California Ave,Industrial,58484596,0.086,131934,302360,0.77,365845,
Northwest,West Valley,Industrial,22897520,0.053,23716,,0.81,,
Northeast,,Industrial,36615127,0.018,-83181,,0.81,,
Northeast,Downtown,Industrial,15160006,0.021,-45687,,0.78,,
Northeast,Murray,Industrial,3885648,0.033,3874,,0.72,,
Northeast,South Salt Lake,Industrial,17569473,0.012,-37494,,0.91,,
South Valley,,Industrial,26824959,0.066,385544,290642,0.85,318129,
South Valley,Bluffdale,Industrial,2881389,0.064,138678,,1.06,284729,
South Valley,Draper,Industrial,4797767,0.02,38447,,1.16,,
South Valley,Sandy,Industrial,5731020,0.016,20510,,0.96,,
South Valley,West Jordan,Industrial,13414783,0.104,187909,290642,0.79,33400,
Total,,Industrial,171559643,0.065,322973,2082989,0.79,683974,
