primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Dublin,,Industrial,1405322,0.095,-5714,,1.90,,
Dublin,,Warehouse,1354682,0.099,-5714,,1.90,,
Dublin,,Manufacturing,50640,0.000,0,,1.50,,
Livermore,,Industrial,15718263,0.084,-96656,760243,1.11,,
Livermore,,Warehouse,13099822,0.080,-74325,760243,1.11,,
Livermore,,Manufacturing,2618441,0.106,-22331,,1.12,,
Pleasanton,,Industrial,2096803,0.027,-11964,,1.65,,
Pleasanton,,Warehouse,1903688,0.029,-11964,,1.71,,
Pleasanton,,Manufacturing,193115,0.017,0,,1.25,,
San Ramon,,Industrial,983969,0.007,-2834,,2.19,,
San Ramon,,Warehouse,983969,0.007,-2834,,2.19,,
San Ramon,,Manufacturing,,,,,,,
Tri-Valley Ind. Market Total,,Industrial,20204357,0.075,-117168,760243,1.17,,
Tri-Valley Ind. Market Total,,Warehouse,17342161,0.072,-94837,760243,1.18,,
Tri-Valley Ind. Market Total,,Manufacturing,2862196,0.098,-22331,,1.10,,
