primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Northeast,,Warehouse,22419788,0.031,124161,1400000,8.69,,
Northwest,,Warehouse,22287394,0.084,5090,3687965,7.86,,
Southeast,,Warehouse,49663427,0.020,-131210,3476444,7.69,,
Southwest,,Warehouse,36114914,0.017,441376,501224,7.37,,
Total,,Warehouse,130485523,0.032,194430,9065633,7.81,,
Northeast,,Flex,1938534,0.105,3653,,12.55,,
Northwest,,Flex,5263655,0.034,62362,,12.57,,
Southeast,,Flex,1166395,0.104,4124,,11.44,,
Southwest,,Flex,3055521,0.024,-3349,,9.98,,
Total,,Flex,11424105,0.051,66790,,12.07,,
Northeast,,Overall,24358322,0.037,127814,1400000,9.54,,
Northwest,,Overall,27551049,0.075,77154,3687965,8.42,,
Southeast,,Overall,50829822,0.022,-113586,3476444,7.96,,
Southwest,,Overall,39170435,0.018,422611,501224,7.49,,
Total,,Overall,141909628,0.034,261220,9065633,8.25,,
