primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Auburn/Newcastle,,Industrial,3051504,0.028,6118,,0.64,,
Davis/Woodland,,Industrial,18039535,0.056,-121532,,0.67,,
Downtown/Midtown/East Sac,,Industrial,5169388,0.011,0,,0.88,,
Folsom/El Dorado,,Industrial,5008830,0.05,-19082,,1.25,,
Elk Grove/Laguna/Galt,,Industrial,8310919,0.012,27553,,1.2,,
1-80/Roseville Rd,,Industrial,11049261,0.025,-54697,,1,,
Lincoln,,Industrial,3932024,0.07,81600,,0.81,,
McClellan Park,,Industrial,8004222,0.054,-9501,,0.58,,
Northeast Sacramento,,Industrial,7042745,0.042,-22351,,0.9,,
Northgate/Natomas,,Industrial,27855377,0.103,-20396,,0.88,,
Power Inn,,Industrial,29297010,0.037,-77827,,0.79,,
Rancho Cordova/Hwy 50,,Industrial,21194779,0.074,-50580,,0.84,,
Richards,,Industrial,4863386,0.02,57422,,0.97,,
Roseville/Rocklin,,Industrial,17794383,0.049,-330289,,1.02,,
South Sacramento,,Industrial,5567160,0.05,-32385,,1.22,,
West Sacramento,,Industrial,25410637,0.056,23571,,0.83,,
Market Total,,Industrial,201591160,0.054,-542376,,0.86,,
