primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Bastrop County,,Industrial,605133,0.031,0,0,6.00,0,
Caldwell County,,Industrial,750476,0.220,0,62360,,0,
Cedar Park,,Industrial,5408135,0.165,50880,0,17.03,0,
Central,,Industrial,1365522,0.077,-25024,0,12.00,0,
East,,Industrial,5899006,0.358,223342,0,23.40,544160,
Far North,,Industrial,7878254,0.280,-7607,412470,16.49,520571,
Far Northeast,,Industrial,3280125,0.312,-3100,1075570,10.76,0,
Hays County,,Industrial,12424045,0.146,82472,1716679,11.88,0,
North,,Industrial,14806490,0.096,-132629,0,14.92,0,
Northeast,,Industrial,22238265,0.138,180936,723030,14.23,163472,
Northwest,,Industrial,315182,0.056,0,0,17.81,0,
Round Rock,,Industrial,6142180,0.218,-24807,15000,13.46,361136,
South,,Industrial,2123076,0.076,-38395,303112,16.86,0,
Southeast,,Industrial,18857243,0.168,-265138,2287194,16.06,389304,
Southwest,,Industrial,1171527,0.265,11842,0,22.91,269959,
Total,,Industrial,103264659,0.172,52772,6595415,14.09,2248602,
