primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Metro North,Urban,Total Industrial,14541001,0.061,38486,,25.39,,
Metro North,CloseIn -Suburbs North,Total Industrial,19200179,0.061,27212,,28.44,,
Metro North,Route 128-North,Total Industrial,34044243,0.072,482443,,20.02,,
Metro North,Route 495 Northeast,Total Industrial,24568977,0.049,-88573,,16.05,,
Metro North,Route 3 - North,Total Industrial,18933469,0.095,266858,,16.87,,
Metro North,,Total Industrial,96746868,0.068,687940,,20.17,,
Metro South,Route 128-South,Total Industrial,45545596,0.072,-141511,,15.36,,
Metro South,Route 495-South,Total Industrial,72487402,0.106,-768193,,12.95,,
Metro South,,Total Industrial,118032998,0.093,-909704,,13.72,,
Metro West,Route 128-West,Total Industrial,6312001,0.048,-5781,,25.11,,
Metro West,Framingham - Natick,Total Industrial,4552565,0.021,-27511,,13.66,,
Metro West,Route 495 Route 2 West,Total Industrial,21701260,0.054,155305,,12.07,,
Metro West,Route 495 Mass Pike West,Total Industrial,24517159,0.089,-284067,,13.68,,
Metro West,,Total Industrial,57082985,0.066,-162054,,13.52,,
Worcester Metro,City of Worcester,Total Industrial,9726415,0.043,-94544,,9.5,,
Worcester Metro,Worcester North,Total Industrial,11882908,0.102,-16295,,10.6,,
Worcester Metro,Worcester South,Total Industrial,9933542,0.186,-1200,,10.96,,
Worcester Metro,,Total Industrial,31542865,0.11,-112039,,10.71,,
Greater Boston Metro Total,,Total Industrial,317946717,0.081,-457371,,15.23,,
